SourceGENES,TargetGENES,Interaction,Edges
G63,G38,1.18233249905384,repression
G30,G78,1.14768501862427,repression
G77,G100,1.14344507257912,repression
G58,G100,1.02160742155633,repression
G35,G59,1,activation
G64,G100,0.989013345483893,activation
G68,G81,0.971627442681204,activation
G19,G93,0.904396334281415,activation
G14,G75,0.894996020171595,activation
G19,G100,0.89003738085487,activation
G58,G59,0.886470789194688,repression
G77,G89,0.869269545412321,repression
G68,G93,0.862472328654829,repression
G35,G91,0.852794445360175,repression
G30,G28,0.842390190931345,repression
G39,G81,0.810806936901878,repression
G35,G89,0.80853344987864,repression
G35,G85,0.799701265432362,repression
G19,G78,0.797363004505982,activation
G30,G100,0.794553191495662,repression
G39,G76,0.793801964787677,repression
G97,G42,0.792995364039429,repression
G63,G27,0.780401852081371,activation
G58,G89,0.777432927652972,repression
G58,G76,0.774083911343402,activation
G25,G83,0.758698158032968,repression
G13,G99,0.75758935803046,repression
G28,G81,0.753389715553568,activation
G30,G89,0.751758747961514,repression
G1,G59,0.744180455618095,repression
G19,G94,0.743852774211117,activation
G8,G36,0.741021443454763,repression
G3,G100,0.739474593148534,repression
G21,G76,0.738212481632859,repression
G3,G29,0.73233082579028,repression
G39,G34,0.728719591649902,repression
G64,G89,0.727814258476659,activation
G35,G94,0.724590412233005,activation
G58,G40,0.722145895070407,repression
G35,G78,0.718699674996206,repression
G10,G42,0.71349389869749,repression
G13,G89,0.70382383635838,activation
G97,G97,0.702150568785309,activation
G77,G84,0.699654862145482,repression
G35,G22,0.697281344859791,repression
G3,G88,0.696132405979586,repression
G14,G67,0.695699617018742,repression
G30,G32,0.690166419541925,repression
G72,G89,0.688600641671054,activation
G25,G94,0.686476029327907,repression
G2,G61,0.681130406501932,repression
G1,G61,0.681097982887582,repression
G19,G59,0.676902242706171,activation
G46,G31,0.674473726826181,activation
G97,G34,0.670315513665329,repression
G58,G27,0.669476895458759,activation
G77,G51,0.667583027206924,repression
G34,G81,0.666365766448942,repression
G55,G100,0.665979684052871,repression
G47,G90,0.664540102818177,activation
G30,G94,0.661534682319297,repression
G6,G29,0.660504986275517,repression
G56,G64,0.657900481365693,activation
G19,G87,0.656489152176994,repression
G58,G94,0.65240350540785,repression
G72,G42,0.6513961811514,repression
G77,G76,0.648560902071076,activation
G55,G23,0.645028952973126,repression
G68,G95,0.64433796342784,repression
G49,G81,0.640876112042722,activation
G77,G94,0.638742014220854,activation
G13,G42,0.637062702971876,repression
G68,G14,0.632369086916187,activation
G19,G74,0.631190367990033,activation
G30,G57,0.628115992822076,activation
G58,G22,0.62511081112235,activation
G35,G68,0.622614440242816,repression
G6,G53,0.618944322884157,activation
G77,G71,0.61855411996944,activation
G39,G44,0.61803846962921,activation
G56,G23,0.617635575013364,activation
G39,G98,0.61661765687813,repression
G95,G36,0.616402445980274,repression
G46,G100,0.615602096304327,repression
G56,G89,0.614648210374477,repression
G19,G53,0.607605877585512,activation
G63,G80,0.605870497962216,activation
G56,G76,0.604681422394334,activation
G19,G82,0.604494101653705,repression
G63,G88,0.604412591128563,repression
G1,G17,0.597218410736517,activation
G47,G61,0.59629506849248,activation
G56,G71,0.591114672923353,repression
G58,G78,0.587137302810232,activation
G35,G98,0.586182314522597,repression
G35,G40,0.584635079763495,activation
G28,G51,0.583108152014843,activation
G35,G65,0.58090820919895,repression
G77,G28,0.5806225796819,repression
G35,G53,0.580381355621929,activation
G19,G22,0.579366113297453,repression
G19,G83,0.578948246511038,activation
G58,G51,0.574384700886412,repression
G19,G33,0.574092948619594,activation
G13,G71,0.57373435268332,activation
G35,G76,0.573697812546242,repression
G2,G7,0.567038768800398,activation
G1,G4,0.567022252389809,repression
G39,G79,0.565157763990328,repression
G19,G52,0.561475353957503,repression
G58,G41,0.560625252712387,repression
G21,G16,0.560340678650823,repression
G10,G97,0.560097432387581,repression
G8,G9,0.556530252857686,activation
G19,G98,0.555405987681973,activation
G8,G2,0.550792378783612,activation
G35,G54,0.550654165366329,repression
G46,G64,0.549123366868873,repression
G58,G53,0.548708471851653,activation
G19,G84,0.543782337208698,activation
G73,G42,0.541364517876964,activation
G58,G84,0.540680425454715,activation
G2,G28,0.540657584402577,activation
G1,G57,0.539795617307138,repression
G25,G28,0.538617507121106,repression
G21,G83,0.53726715570676,activation
G6,G4,0.537208916434363,repression
G28,G93,0.537112309510586,repression
G56,G16,0.537042761019981,activation
G19,G65,0.534375030584879,activation
G3,G78,0.534313903388619,repression
G77,G23,0.534134181827544,activation
G8,G18,0.532875730334825,activation
G1,G34,0.532757779785104,activation
G47,G98,0.530035716120891,repression
G1,G53,0.529665812375986,repression
G3,G52,0.527869453187498,repression
G46,G34,0.526948944887014,repression
G63,G34,0.52637288757842,repression
