G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G74,G75,G76,G77,G78,G79,G80,G81,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99,G100,h
0.400568672,0.19639339,0.743005111,0.421360278,0.173250523,0.782632813,0.535352371,0.566777236,0.723517978,0.307537533,0.455675449,0.245971796,0.275504916,0.262149605,0.29776217,0.228703098,0.573130767,0.323261892,0.660874336,0.669973336,0.109127064,0.015132649,0.655266311,0.392649666,0.897692532,0.752201729,0.411400397,0.423033471,0.166282048,-0.012099908,0.274091675,0.495053339,0.872138556,0.331324971,0.352958103,0.198766332,0.890058052,0.053273024,0.850560233,0.265739983,1.08705788,-0.135219759,0.641958556,0.013546147,-0.0759258,0.930401965,0.576909763,0.283004753,0.827708231,0.724844638,0.109099777,0.987972422,0.585077396,0.334654146,1.054718248,0.59000438,0.125275926,0.145323048,0.240743216,0.951591893,0.051394329,-0.0192862,0.280260844,0.574429984,0.358777369,0.660346164,0.129935094,-0.085157772,-0.014519501,0.035091865,0.893158659,0.465518826,0.366089601,0.104747547,0.561617245,-0.110284175,0.613766276,0.560485882,0.29870868,0.457641022,0.553012405,0.314252548,0.432866159,0.044294983,0.601189785,0.909142988,0.166725952,0.821855218,0.127001426,0.947089339,0.966177024,0.875146731,0.08425135,0.733854165,0.377113908,0.670954933,0.660766399,0.765044023,-0.094083544,0.59462228,0
0.35258974,0.186018858,0.638974662,0.858165063,0.042219332,0.697431671,0.588633822,0.645098548,0.869565729,0.359258758,0.296699446,0.191272221,0.156632857,0.391388608,0.356623616,0.642177593,0.797515872,0.53873532,0.786561324,0.502478699,0.280767087,0.124622147,0.764531681,0.589288945,0.83460006,0.774729122,0.342278003,0.671234793,0.209422367,-0.025236428,0.294709666,0.478497453,1.07787469,0.306701974,0.059002573,-0.021933597,0.812221933,-0.143883781,0.731739572,0.202965599,0.795131389,0.156759395,0.635884266,0.060381811,0.175564891,0.787391287,0.62990275,0.175528826,0.7846136,0.717989073,0.232199038,0.863857434,0.624842078,0.546646464,0.609086325,0.840717272,0.063596751,-0.021602997,0.110718777,1.016584765,-0.046866604,0.206152099,0.276813484,0.642973653,0.155650681,0.741405283,0.087704548,0.04766065,0.218170665,-0.069359797,0.934341515,0.486432572,0.352449281,0.15798286,0.666705603,0.121262007,0.522620462,0.673120096,0.329597165,0.387027609,0.409955067,0.349278744,1.007291622,-0.01938379,0.548641847,0.803546539,0.114219669,0.866860404,0.204588525,0.69423916,1.017307004,0.797165626,0.049131157,0.780450492,-0.003333352,0.697562611,0.662888538,0.834236684,0.046111296,0.76744117,0
0.334703067,0.406818109,0.680061251,0.3842897,0.007981116,0.977488026,0.819744711,0.953460795,1.054635927,0.263050875,0.468089555,0.084582611,0.093930525,0.392508956,0.173829217,0.361094141,0.632696365,0.381792751,0.608898931,0.762807548,0.179471751,0.297357968,0.576859635,0.573821674,0.481524802,0.68296646,0.123225565,0.425543327,0.005148039,0.167460419,0.230472051,0.464877609,0.706583372,0.218154731,0.156925964,0.225164226,0.98223146,-0.006918185,0.715811644,0.502360033,0.790100053,0.152364931,0.601286808,0.216461759,0.2842488,0.87224028,0.426974049,0.3207776,0.842717958,0.660329986,0.122419507,0.865441997,0.586495106,0.510741014,0.737797315,0.443755128,0.220685013,0.218981513,0.159066161,0.826664501,0.055661534,0.005599757,0.38212204,0.405991578,0.008184271,0.675196953,0.199940964,0.043274175,0.182336069,-0.000560307,0.84903825,0.507499228,0.179959262,-0.06869176,0.473734794,0.086094339,0.914903493,0.687900098,0.374809275,0.186210989,0.536436556,0.57570078,0.733370002,0.142193973,0.792532205,0.837820402,0.426445059,0.943393524,-0.024750704,0.950270734,0.629348241,0.814672868,-0.07982934,0.409140221,0.096093875,0.581318039,0.533082874,1.06527114,0.141636459,0.562339535,0
0.39020233,0.174233595,0.60462144,0.743185517,0.1165165,0.715444991,0.714723486,0.369434385,0.799850239,0.365587042,0.2767362,0.118850361,0.26889322,0.200567628,0.154029666,0.294285594,0.648870495,0.294560119,0.646102622,0.444826791,0.178010232,0.304410915,0.583028939,0.294890019,0.635875907,0.660017512,0.232631236,0.693203294,0.016877865,-0.04242946,0.331937722,0.572079831,0.700262295,0.265190502,0.094915117,0.163593096,0.999118114,0.147117404,0.748329925,0.294982293,0.716283147,0.031766845,0.471564215,0.049651716,0.039762851,0.778714621,0.412649071,0.4761523,0.609107856,0.486206077,0.097574155,0.905761912,0.488331813,0.469585361,0.811246903,0.36673079,0.367062868,0.001384194,0.244946415,0.818910837,0.083586949,0.192705575,0.370336937,0.578410186,0.125957328,0.579603806,0.011074592,-0.043337506,0.269290942,0.013940334,0.817146266,0.314037806,0.449890187,0.032021911,0.332222583,0.145445757,0.644374159,0.644077999,0.415615913,0.331456266,0.62690114,0.302610458,0.857191539,0.078905266,0.723693803,0.750978382,0.139340939,0.68342456,0.028531592,0.630771066,0.843739809,0.669154075,0.076965146,0.625492069,0.059533327,0.886589555,0.567255209,0.80286503,-0.103718174,0.525965623,0
0.361754942,0.405545054,0.719201492,0.464158986,0.105365041,0.573377192,0.697976549,0.592395087,0.95264039,0.359933421,0.315866128,0.206460955,0.251328059,0.204258673,0.153664303,0.193616776,0.765617822,0.372149694,0.572452418,0.486150681,0.147111343,0.474444184,0.609215209,0.508111696,0.543692567,0.702016158,0.174662253,0.635055095,-0.122114007,0.013194901,0.341717834,0.32479199,0.839692288,0.278496758,0.251818278,0.293990482,0.909025777,0.237015853,0.872932759,0.362782415,0.85836217,0.008430058,0.487922167,-0.093327912,0.158725144,0.735746767,0.41442055,0.285382215,0.671675958,0.68635559,0.446152581,0.984462887,0.539813326,0.579641984,0.859560253,0.631056452,0.169257593,0.140073029,-0.045340987,0.717331854,-0.12586856,0.244168446,0.383962287,0.523484303,0.260835562,0.585999719,0.005877328,0.146917082,0.362770991,0.279147778,1.045603578,0.501794818,0.322104782,0.082228404,0.34384199,0.026465115,0.881271774,0.500113532,0.240278963,0.317339956,0.585216991,0.28758263,0.861647061,-0.08757356,0.518822077,0.681646444,-0.116023179,0.69161777,0.140583647,0.786473722,0.899443349,0.726542738,0.008409746,0.633975818,0.177070926,0.666106857,0.843235713,0.925945572,0.074808439,0.80872164,0
0.334102077,0.307793261,0.870499962,0.511592781,0.11543988,0.507533095,0.572650598,0.445119517,1.068282862,0.37850754,0.458217983,0.147769315,0.283729324,0.470492664,0.269150132,0.393580824,0.771954507,0.420858852,0.505158265,0.874093116,0.183437632,0.008236481,0.761163396,0.55926224,0.783405368,0.769028559,0.459479511,0.565719214,0.218941289,-0.17817789,0.210288268,0.344003618,1.039763234,0.404291823,0.399467217,0.174258996,0.73546909,0.037529243,1.017833281,0.293855103,0.731284441,-0.124961872,0.71169325,0.05311011,0.085756365,1.049205096,0.308460114,0.222219248,0.816167305,0.618469593,0.293239133,0.92118635,0.530439587,0.728165329,0.577567957,0.668611078,-0.101006659,0.015529431,0.178913747,0.7116118,-0.086297632,-0.042557557,0.361731767,0.379708495,0.341632489,0.991969383,0.126554359,0.209900236,0.375495279,0.268258705,0.875067699,0.335585553,0.288170294,0.046771842,0.577711437,0.146422896,0.987407811,0.549311063,0.567612275,0.549211202,0.659984111,0.384774586,0.716749963,-0.056253691,0.575272549,0.6465239,0.20170163,0.794483724,0.089713373,0.809180798,1.007529882,0.837638297,0.377309061,0.694904613,0.271453337,0.666569065,0.696084821,0.719820612,-0.103019855,0.655100259,0
0.445670434,0.325455621,0.588903184,0.568389607,0.087849041,0.711237853,0.549085357,0.411342299,0.57913124,0.527010329,0.370943304,0.027155209,0.115554176,0.388991063,-0.002248879,0.108882932,0.853390052,0.339868391,0.382281896,0.597500352,0.181706399,0.06377255,0.548519658,0.566518727,0.65457848,0.818228045,0.352663674,0.440925255,0.217270216,0.091318414,0.222713103,0.474617064,0.923803265,0.320655643,0.234088087,0.221632871,0.797962917,-0.007615744,0.650038808,0.257770467,1.005906232,-0.025786632,0.636218569,-0.167557502,0.21695663,1.01105258,0.564917789,0.256295455,0.743332771,0.71320313,0.134906788,0.820541602,0.544130663,0.833193296,0.881356563,0.663594863,0.1892886,-0.0454719,0.020990323,0.788636754,-0.051250441,0.176493055,0.282907456,0.48123066,0.250302114,0.628003439,0.1513317,0.093302669,0.391125657,0.058177813,0.917132076,0.372602785,0.153474422,0.073580331,0.474097596,0.153667499,0.650509138,0.558397756,0.561765162,0.255392947,0.497208929,0.436226765,1.066613748,0.08606726,0.717798365,0.900121078,-0.112086775,0.758337211,0.171790548,0.567874875,0.732290031,0.830340721,0.125502197,0.644202768,0.233746242,0.64790118,0.482110157,0.558408707,0.070878596,0.850382269,0
0.369854916,0.444283355,0.751290406,0.650064441,0.043609751,0.762895114,0.84845762,0.83801999,1.035838821,0.289268439,0.466728306,0.179262419,-0.02673827,0.461292281,0.236044242,0.358928127,0.624568476,0.391142376,0.597786232,0.840105321,0.223836737,0.142163914,0.672048253,0.886335344,0.800635184,0.839594423,0.59009405,0.765499491,0.171755232,0.005238549,0.482989664,0.532885449,0.709706478,0.386388239,0.281134545,0.132864678,0.905433918,0.12235377,0.787745947,0.410000518,1.076284457,-0.054363879,0.81416087,-0.069861785,0.016646498,1.075553214,0.441760864,0.202972379,0.790162271,0.801401757,0.164273198,0.684295561,0.502094665,0.536824711,0.909144504,0.57840028,0.190387508,0.134807713,-0.034483565,0.787344693,-0.053374718,0.240772,0.402393805,0.707128061,-0.036554265,0.776941943,-0.155684673,0.033651714,0.393375502,-0.102646343,0.78947438,0.466010036,0.464793076,0.042719225,0.451799977,0.042969899,1.038569249,0.572392678,0.460585376,0.543223698,0.615691069,0.354180077,0.675374419,0.121243498,0.733982489,0.957462523,0.610456177,0.791496173,0.13968751,0.981970349,0.790314126,0.611266714,0.124319848,0.716035323,0.043981285,0.617803119,0.556078794,0.918100402,0.095872486,0.703552343,0
0.658762741,0.395621125,1.09565565,0.597925794,0.314986932,0.666212805,0.632632599,0.762267159,0.746196452,0.349972636,0.563440488,0.073121741,0.128524758,0.347963079,0.149345513,0.395147975,0.600249628,0.457335325,0.713005204,0.679911773,0.275146828,0.069541471,0.375712878,0.505399409,0.915054987,0.876710052,0.368210083,0.774082097,0.149392866,-0.00619739,0.272523781,0.741099697,0.548992128,0.58348189,0.293423801,0.222125355,0.842197874,0.053203507,1.049273102,0.261943166,0.891787443,0.026165511,0.469219673,0.157529441,0.156212745,0.697856491,0.601402457,0.38766636,0.72177834,0.702302714,0.238640669,0.704240938,0.514852993,0.237315401,0.750024327,0.798950731,0.117170098,2.49E-05,0.050464509,1.084695768,-0.163593721,0.129037313,0.269394545,0.593297788,0.170824872,0.876025144,0.149543624,0.058908442,0.161915429,0.082399084,0.770288596,0.514018264,0.20695558,-0.056745982,0.643284518,0.078410603,0.713788609,0.721402044,0.206513444,0.460578022,0.484936751,0.335670882,0.929192234,-0.028090761,0.90787629,0.808433438,0.757764676,1.097490426,0.084787173,0.873564045,0.991460496,0.682545745,0.138344888,0.684149852,0.327400341,0.77256432,0.574358199,1.026475217,-0.013033916,0.518135462,0
0.326050898,0.404350209,1.101920225,0.668425242,0.150614015,0.918178902,0.760300898,0.663206637,0.739767659,0.260719762,0.36429083,0.096882956,0.244204528,0.413631961,0.159439361,0.25405488,0.693420288,0.330355273,0.603499041,0.444512262,0.341894233,0.117154909,0.705914023,0.704209245,0.655814728,0.793792285,0.334058294,0.573950438,0.036094746,-0.05479466,0.126288423,0.396281713,0.768289315,0.21928521,0.469360549,-0.046636539,0.724397794,0.190272098,0.744904103,0.371554781,0.82071267,0.225901094,1.046992482,0.205390323,0.216442727,0.821561567,0.514301388,0.314177113,0.731166015,0.855289092,0.067528543,0.896776018,0.831223322,0.659168361,0.888509704,0.608227519,0.122303334,0.05489834,-0.089244369,0.788039498,0.124337951,0.179668267,0.685964639,0.233969741,0.354196809,0.644692154,0.207132688,0.062021775,0.316795397,-0.010718276,0.837488298,0.460492217,0.274353854,-0.048098191,0.429311291,0.077141653,0.818475005,0.543057966,0.504407235,0.287839233,0.560009797,0.531928189,0.848081714,0.117593583,0.751331077,0.882135672,0.394707534,0.970040889,0.597723773,0.914904012,1.015431212,0.641448252,0.073887218,0.540187977,0.230195616,0.714901559,0.682859423,0.691697408,-0.091281172,0.88712861,0
