G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G74,G75,G76,G77,G78,G79,G80,G81,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99,G100,h
0.286783644,0.016851161,-0.046527039,0.052609333,0.303913195,0.770842423,0.597194728,0.136285471,0.768869876,-0.245416724,0.640281937,0.778072591,0.725487316,-0.083291267,0.09157808,0.954370311,0.374545772,0.388161865,0.042214861,0.92402522,0.383094784,0.877106407,0.551196847,0.761946366,0.363650251,0.66077748,0.505801816,-0.054795744,-0.43719923,0.821937756,0.517983566,1.099322766,0.916348818,0.361093437,0.902095291,0.472046208,0.148572678,0.676095374,0.279060988,0.419146071,0.472521668,0.613297332,0.734421494,0.841602612,1.118870422,0.567451019,0.362613974,-0.325440344,1.15723677,0.808355084,0.789481019,0.381461734,0.154244714,0.624410101,0.925709087,0.682896381,0.295906639,-0.359673111,0.388260141,-0.232108322,0.373062315,0.2012531,1.242102284,1.007367091,0.416816428,1.009269256,-0.032958241,0.508717329,0.459737646,-0.010525944,0.098312585,0.08481176,0.677458599,-0.011639591,0.910188129,0.902862554,0.261865521,0.472888131,-0.079658484,1.326957063,0.388685035,0.60197865,-0.658957118,0.672487005,0.720924064,0.835166818,0.592344544,0.0730692,0.996575167,-0.204673686,0.918544713,0.301566752,0.98311772,0.834115857,0.474918886,0.99533571,0.417456026,0.230753026,1.326577922,1.414219889,0
0.326591611,0.403014492,0.772099907,0.330832046,-0.101497449,0.717719872,0.443666194,0.095378632,0.933805998,0.198162322,0.866933249,0.494803781,0.575271056,0.421728162,0.898895556,1.277932832,0.046940239,1.176008112,0.542138618,0.989851374,-0.336547077,-0.212501263,0.251631017,0.343002633,0.347878521,0.237627864,0.752824696,0.422559216,0.62430108,1.197417798,0.438152574,0.744798474,0.801503077,0.810227274,0.972141338,0.427078332,0.262654714,0.76967505,0.132707396,0.444318982,0.385601279,0.665881914,0.710197818,1.123448755,0.602393354,-0.104986023,0.313722745,0.12378264,0.609596157,0.430518426,0.272063025,0.077311898,-0.187182137,0.365887677,0.464216081,0.116470467,0.823096932,-0.206406797,0.077816369,0.332657851,0.363678599,0.091067114,0.800033004,1.317985889,0.163054265,1.206036109,0.137913727,0.186944502,0.339655544,0.015805911,0.46437646,0.578770831,0.713768951,0.394478865,0.125657405,1.151999384,0.147583795,0.568076565,0.665275668,0.409846497,-0.102224585,0.755595961,-0.456091269,0.310361026,0.900131161,0.524623391,0.419851585,0.177835618,0.291843355,-0.057901212,0.535449973,0.873880855,0.990376363,0.824353594,0.000961099,0.806224926,0.225219402,0.48736406,1.096440367,0.26279594,0
1.19778891,0.699916522,-0.046653436,0.103574425,0.30028274,0.663336379,0.305672451,-0.14540873,0.399197128,0.519190078,0.928565895,1.026398774,-0.01829524,-0.145777293,0.924706233,1.344249326,0.420435038,0.840448717,0.284831515,1.214203888,0.050312931,0.220624294,0.211900572,1.083288171,0.246636806,0.752249892,0.693351251,0.186773086,0.231460993,0.64516154,-0.282243613,1.152846556,0.930287619,1.074939998,1.059371728,0.673380034,1.132240313,0.802553108,0.697083914,0.6014004,0.099740943,0.203603374,0.932136185,1.022668237,0.86727168,0.26206754,-0.184619507,0.194798355,0.852825272,-0.038661918,1.297958754,0.404049686,0.154915742,1.0841385,-0.449783881,0.186823388,-0.365515211,0.055345627,0.24094913,0.474599989,0.314972053,0.084565966,1.019623035,0.604007535,-0.300531681,1.484968413,0.398653394,0.8128349,0.165603904,0.780826011,0.24145844,0.606355153,0.520543507,-0.201400751,0.604204596,0.740824052,0.252094421,0.019323231,0.84520559,0.969652373,0.434967544,1.306570348,0.418502286,0.512840923,1.158654157,0.958132258,0.319105927,0.590871143,0.495271336,-0.189962025,0.950779042,0.928984378,1.221467812,1.250566866,0.427791538,0.665199702,0.78143513,0.475155396,0.898128701,1.641270797,0
0.639558359,0.166068411,0.301619202,0.104977032,0.202289457,0.83498409,0.70357037,0.515901132,0.37799197,0.203264282,0.55497308,0.313353994,0.713635067,-0.093435018,0.57770815,0.864213937,-0.029524028,0.427626656,0.340963517,1.482793551,0.03222196,0.948507584,0.31377533,0.780157483,-0.200435241,0.357609082,0.942853444,0.408196928,0.21698042,0.316771829,0.240620605,0.718906771,0.782322849,0.441548944,0.446869283,0.02210199,0.265965359,0.092033815,0.565795026,0.739008019,0.259334952,0.630738942,0.950242862,0.960406133,0.354205969,0.188471453,0.584506928,-0.304307455,0.478524922,-0.046063922,0.644880496,0.6575742,-0.153074988,0.601140646,0.617327758,0.532623204,0.157082199,0.115790661,-0.257712967,-0.162736312,0.917925167,0.913850074,1.025984022,0.565160798,-0.128778986,1.339087783,0.617501393,0.839666606,0.50355602,0.632746844,0.501427062,-0.280463048,0.694683492,0.10209847,0.130168777,1.065570781,0.143387668,0.268280411,0.302017034,1.318240208,0.119019965,0.158961241,-0.272718131,-0.087479854,0.927636391,0.884666349,0.468306021,0.642404319,0.619449745,-0.166746714,0.791148194,0.80366348,0.023021767,0.503617574,0.072493008,0.944071556,0.657774105,-0.300344338,0.762965144,1.071664144,0
0.973445559,0.232022902,0.380245238,0.001842253,0.624394026,0.083818826,0.342263505,-0.857129971,0.345325046,0.873184109,0.96691898,0.823199485,0.473883867,-0.263021641,0.42856866,0.956185027,0.489178226,0.739886474,0.436633029,0.582596138,0.00888572,0.503541595,0.308967289,0.981628663,0.578193082,0.440849924,0.489910895,-0.007223728,0.241792963,0.556231286,0.360268041,0.476202767,0.4154708,1.513580092,1.113468318,-0.195101719,1.023937629,1.004610225,0.380252747,1.133799523,0.05094459,0.753287044,0.42063208,1.039920431,0.337557853,0.064612095,0.661153159,-0.411162528,1.640870088,0.812897344,1.345648047,0.762633965,0.217625192,0.547566664,0.02172836,0.251070152,0.506462138,0.644581559,0.08047177,-0.231045495,-0.559167238,0.88183203,0.921274066,0.677137782,0.695217279,0.832624464,0.391923101,0.261794128,0.164197588,0.480388294,0.974942455,0.530332028,0.675814701,0.010442065,0.614695499,0.417336681,-0.60946136,0.494869469,0.74268725,0.276884255,0.347103655,0.742476112,0.131814553,0.282792028,0.8949522,1.02795942,0.728300861,0.561988516,0.479617743,-0.21573662,1.270939682,1.140139108,0.857670138,0.645689819,-0.058280563,0.983091708,0.871930229,-0.078355605,0.951085221,1.091650403,0
0.769425216,-0.16621031,-0.082580068,-0.052974056,0.588127496,1.200340413,0.585309691,0.448594045,0.687559822,0.319148274,0.42636321,0.58729879,0.844576631,0.828725939,0.700368179,0.791816179,-0.227287207,1.054105959,0.658447833,0.935940258,-0.149966574,0.157038584,0.033080873,0.298373807,0.660511066,0.500122006,0.001853775,0.159252904,0.285297124,0.895845174,0.307321386,0.145008143,0.504568898,0.86502875,1.090634384,-0.065558553,0.48850029,1.018240926,0.691916007,-0.036308679,0.646988823,0.650022102,0.964504187,1.059310793,0.336461831,-0.169495771,-0.185732234,0.457381404,-0.035677677,0.108835971,0.826664369,0.379083849,0.13476087,0.138552061,-0.154732722,0.786030662,0.594907698,0.236577807,0.176693441,-0.136518956,0.248409458,0.145729231,0.859611698,0.734275893,0.400272406,0.733215718,0.366871829,0.31231753,0.118984797,1.001535808,0.03943293,-0.079604602,0.571393667,-0.117721693,-0.015795653,0.659290719,-0.708892267,0.683033048,0.463327202,1.052716556,0.492698989,0.408998387,0.600209567,0.024547101,0.689407983,0.527540646,0.167267535,0.413742194,0.593743669,-0.118960067,1.32828229,1.184084227,0.790575043,0.218413804,0.617495304,0.42784468,0.745701832,-0.323397964,0.366341974,0.929819645,0
0.983577255,-0.3317438,0.028457192,-0.010321471,-0.015229825,0.268534726,0.335112001,0.013069814,0.204674332,0.095918086,0.661960125,0.972144082,0.665708502,0.418149209,0.581038222,1.050369572,0.34286025,0.946780509,0.345614447,0.689341028,0.196096013,0.334150958,0.052300276,0.771356054,0.592290681,0.404657954,0.567750766,-0.197276955,0.043313213,0.789486381,0.015869873,0.927739183,0.451231341,0.75060235,1.048635022,0.649751366,0.218344998,1.050392758,0.339854628,0.280788386,0.547587169,0.849322257,0.6124149,0.589339912,0.859044551,0.054126851,0.514328216,-0.185483267,1.240756645,0.450646046,1.395590507,0.141688945,0.126581862,0.781467334,0.392975146,0.645658959,0.188236729,-0.159126545,0.151066211,0.462675711,1.006187402,1.028554861,0.565272596,0.969036533,0.042077203,0.607978354,-0.02742691,0.722376124,0.810020383,0.443216654,0.762876773,0.13853304,0.418979985,0.046972878,0.65597927,0.935675542,-0.263543302,0.590112246,0.214949791,1.051725031,0.417929862,0.417951356,-0.127053829,0.497165775,1.031907956,0.855471865,0.150784418,0.155158004,0.30768546,0.22868094,0.353282464,0.329366526,1.204944421,1.37506967,0.186857542,0.522240972,0.743716048,0.276327038,0.233341909,1.082566962,0
0.403128309,0.420380375,0.493873617,-0.372293795,-0.081664387,1.004911886,0.46750847,0.233388757,1.321230151,0.445723532,0.001185835,0.832354265,0.578687191,0.171922715,0.709214768,1.365276681,-0.652136806,1.015441887,0.088621775,0.922015701,-0.308581922,0.29259482,-0.039538049,0.434037568,0.439829966,0.179231439,0.672861339,0.015320511,0.58326574,0.286082146,0.472965568,0.268120701,0.67106149,0.238101294,0.555714437,0.480597772,0.658139815,0.993325444,0.355092557,0.990823978,0.209485652,0.77703512,0.881392726,0.741097564,0.648493074,0.016638042,-0.132764844,-0.222229607,0.727263078,0.31519604,0.675271777,0.848331805,-0.385661643,0.143623782,0.010402616,-0.069638374,0.102146917,0.301107129,0.087520864,0.350066192,0.712923107,0.531381271,0.832476236,0.77940701,0.514541011,0.821814479,0.451891268,1.350678004,0.549826924,0.799080894,0.164793274,0.158643396,0.499115705,-0.028914567,-0.131301255,0.666967769,0.299366337,1.215264908,0.548751415,0.293541886,0.577635818,0.186629791,0.496323881,0.597498477,0.638752737,0.709404365,0.153682822,0.851461284,0.565768724,0.223736304,1.132277577,0.503408717,0.325023434,0.909930789,0.307813763,0.598150405,0.593718398,0.12418746,0.484782369,1.08889485,0
1.098724491,0.284700691,0.213814102,-0.316283887,0.010983187,0.649033511,0.953036029,0.402670752,0.242557175,0.153243697,0.805088298,0.904942099,-0.080068353,0.265942647,0.830559591,0.893454573,0.19238273,1.277596256,-0.079988968,1.091233503,0.111572752,0.417710527,-0.007227482,0.6936535,-0.124413469,0.495083134,0.328085413,0.359870225,0.735036594,0.640407312,0.59145698,0.973315089,0.382740486,0.730751402,0.469887753,0.971712761,0.625157881,1.040171607,1.073260698,0.626418941,0.374983423,0.477093123,0.231834335,1.149318818,0.563431408,0.297136078,0.223721691,-0.530313583,0.443850076,0.274158707,1.512488479,0.117896509,-0.06442084,0.428965803,0.567716308,0.341020797,0.940439909,0.216347529,0.423616652,0.01355678,-0.012817468,0.556250348,0.069452315,0.582894059,0.219535313,0.708174635,0.193672223,0.317615456,0.352803086,0.243171645,0.346411321,0.607846759,0.122102093,-0.372453605,0.332478506,1.09040263,-0.158616579,0.122853395,0.190389834,1.12093003,0.054687939,0.310466946,0.451722168,0.243351642,0.93452954,0.600475677,0.552851457,0.5016692,0.668605658,0.127974699,0.848359701,0.052182886,0.437760791,0.80029611,0.918093308,0.73231962,1.020762709,0.219875656,1.371833948,1.440659318,0
0.486867622,0.800493437,0.525697985,-0.051894474,0.408527171,0.715783958,0.657198138,0.191119017,0.076633324,0.791191451,0.580660254,0.849572073,0.823571491,-0.00100495,0.347070839,0.177324153,-0.146839813,0.501810301,0.83098995,0.835121099,0.397801298,0.671160273,0.368138384,0.995897896,0.54858384,0.360949522,0.640275796,0.813178495,0.267325417,0.460688918,0.454827726,1.024268471,0.786205636,0.810978664,1.275878461,0.521702983,0.683631577,0.627878559,-0.061309096,0.816891668,0.425541226,0.301213193,0.561468941,1.235638393,0.963197026,0.159383334,0.391783888,-0.056271945,0.818453395,0.505164089,1.344942133,0.460731962,0.027538438,0.39874112,0.244253766,0.354157854,0.404570446,-0.387855197,0.382594589,-0.279043197,0.470807328,0.730976903,0.43996801,0.309520761,0.563971902,0.631426098,0.29302653,1.086104613,0.331350587,0.845628156,0.785265598,0.020577357,0.223665223,-0.082247675,0.385721616,0.780540587,-0.260364469,0.027324493,0.229654549,0.887835952,0.042177326,-0.022660474,0.120545732,0.635728189,0.577176692,1.288233383,0.440933251,0.532373044,0.732801294,0.000531398,0.530823138,0.948437604,0.941303039,1.274901517,0.658741111,0.395933818,0.835082256,-0.038416057,0.855365498,1.157796783,0
