Gene,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,150,150,150,150,150,150,150,150,150,150,200,200,200,200,200,200,200,200,200,200,250,250,250,250,250,250,250,250,250,250,300,300,300,300,300,300,300,300,300,300,350,350,350,350,350,350,350,350,350,350,400,400,400,400,400,400,400,400,400,400,450,450,450,450,450,450,450,450,450,450,500,500,500,500,500,500,500,500,500,500,550,550,550,550,550,550,550,550,550,550,600,600,600,600,600,600,600,600,600,600,650,650,650,650,650,650,650,650,650,650,700,700,700,700,700,700,700,700,700,700,750,750,750,750,750,750,750,750,750,750,800,800,800,800,800,800,800,800,800,800,850,850,850,850,850,850,850,850,850,850,900,900,900,900,900,900,900,900,900,900,950,950,950,950,950,950,950,950,950,950,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
G1,0.115058082,0.121294995,0.081397943,0.112765402,0.154798242,0.104061502,0.132947122,0.13277936,0.128712865,0.1204864,0.125622978,0.12759844,0.125332864,0.149400731,0.031831654,0.052154973,0.165633838,0.130555695,0.102154793,0.083057512,0.150869331,0.103849435,0.200918637,0.174064898,0.032279273,0.08087347,0.123250727,0.205950352,0.127912272,0.030443944,0.124848505,0.106216669,0.133646936,0.185674762,0.020329645,0.064225191,0.095948431,0.223631512,0.195728119,0.061751892,0.247656011,0.23216228,0.178470903,0.294337104,0.036959505,0.090814909,0.224651294,0.353838986,0.172625199,0.074588135,0.305254715,0.295468678,0.144061122,0.350408249,0.038366502,0.189116337,0.219290618,0.342683265,0.152962946,0.07302209,0.325930366,0.256619951,0.181772823,0.455312808,0.032616066,0.170096046,0.298385041,0.470164429,0.137410223,0.047444974,0.26933583,0.297126087,0.19075407,0.397330445,0.053372506,0.187824637,0.243605412,0.497495369,0.107832089,0.083641639,0.359524969,0.331919316,0.27900269,0.389876704,0.04552073,0.195868629,0.32990479,0.444541965,0.110378087,0.091591821,0.321378613,0.327303547,0.296561211,0.388619616,0.041613617,0.180209161,0.312577518,0.441799802,0.161042846,0.078730124,0.310816496,0.354074827,0.289506857,0.448760968,0.0441829,0.183163952,0.249352906,0.505189229,0.160493635,0.075163872,0.355206016,0.337388602,0.339363909,0.404228477,0.231464754,0.247256718,0.315920999,0.403807869,0.120495531,0.271225808,0.34256677,0.349314774,0.278237614,0.415656532,0.331493147,0.300582626,0.342606881,0.364290968,0.156284516,0.276422597,0.275212677,0.238158658,0.190215815,0.225331955,0.353351829,0.233127387,0.316428117,0.253326858,0.095803785,0.261594661,0.146246351,0.33945279,0.217717899,0.188776512,0.152835244,0.189844935,0.217671648,0.246602857,0.085443298,0.221150847,0.146858183,0.133933249,0.148953139,0.195956675,0.235548925,0.126716172,0.147662304,0.159724659,0.132745121,0.142277558,0.133533368,0.148462073,0.126748856,0.195509052,0.192908731,0.109977989,0.16945632,0.110255665,0.09614138,0.136283465,0.10449388,0.157857231,0.096602708,0.160471149,0.202102288,0.08958665,0.146459464,0.159802308,0.148778906,0.151781246,0.152553519,0.146291707,0.136696553,0.147241552,0.134736641,0.106775205,0.11715555,0.14830862,0.135524542,0.144642794,0.162665044,0.089417763,0.096496294,0.117023636,0.107432049,0.139879153,0.083772788,0.098881885,0.103549236,0.110319251,0.132442262,0.075850054,0.116765718,0.074671849,0.104039333,0.085969693,0.154674286,0.119140514,0.13011697,0.135526202
G2,0.197843302,0.23678954,0.244554532,0.229867455,0.203957062,0.233426658,0.219519472,0.2321534,0.230278358,0.200045391,0.181243142,0.184681852,0.254608187,0.212439669,0.18207511,0.227139636,0.228562124,0.273069527,0.218781411,0.246480162,0.206809108,0.247044983,0.195094715,0.161058253,0.168633552,0.285669874,0.227575555,0.213764263,0.203148414,0.204698971,0.222020441,0.201938301,0.227896239,0.132105226,0.153950888,0.240983705,0.171002234,0.212656757,0.169562336,0.169753323,0.210419665,0.265816376,0.272989539,0.10771977,0.197622646,0.230003488,0.193070249,0.228519475,0.18572368,0.152993582,0.195978952,0.223901584,0.275142505,0.113403504,0.199632029,0.282090418,0.118622328,0.247479105,0.215590217,0.140795842,0.28860105,0.229858476,0.208241546,0.156540821,0.249832453,0.256036904,0.175157708,0.234327655,0.20249993,0.185095207,0.219951903,0.229811193,0.186660132,0.157781737,0.171972607,0.255441356,0.170830031,0.26787903,0.235231319,0.225000306,0.242948924,0.278719175,0.235016627,0.171265834,0.172381484,0.302932664,0.187466797,0.339361772,0.197319605,0.223127311,0.26731055,0.30279172,0.202725474,0.197395045,0.222473327,0.222254837,0.190251531,0.323069245,0.222234658,0.230829697,0.262492718,0.290176434,0.221918722,0.282206936,0.228826095,0.310509019,0.210514054,0.376006843,0.23472471,0.286485006,0.30924763,0.23926931,0.28574615,0.204829834,0.218184958,0.272337977,0.185349385,0.341721222,0.20323174,0.234739735,0.310955801,0.280080554,0.271611378,0.191014001,0.211909808,0.243062407,0.214931121,0.371938107,0.202537906,0.22401653,0.209825498,0.3018101,0.209103286,0.245580197,0.239334094,0.212201424,0.205209534,0.352137676,0.146931743,0.293670904,0.317092296,0.313004877,0.227517571,0.286862186,0.201581717,0.251201111,0.257723126,0.318783931,0.209247527,0.216280535,0.209534324,0.255404873,0.214506439,0.274650479,0.262624,0.287683097,0.214148739,0.32391783,0.236044061,0.195846514,0.214543961,0.22875641,0.231733036,0.217085076,0.269366079,0.207617646,0.214784149,0.233842592,0.218500228,0.231473005,0.255335466,0.285224655,0.146355116,0.218042965,0.186222272,0.213227913,0.239934747,0.247210954,0.248677722,0.187244751,0.204759516,0.221609495,0.189543416,0.22329378,0.18233739,0.196913902,0.237907939,0.197171088,0.214995808,0.196346907,0.229678234,0.237666304,0.188149624,0.200693422,0.197548864,0.242075918,0.256202938,0.196069782,0.227494871,0.14990003,0.193451719,0.213036244,0.220634967,0.250599484,0.127116058,0.211806974,0.249720514,0.189609518,0.217178355,0.21819348
G3,0.447293444,0.395905022,0.400565592,0.447322279,0.408103292,0.383570222,0.418834209,0.367269246,0.398671014,0.362493792,0.389769711,0.427817815,0.397837021,0.392651564,0.439238254,0.436068478,0.374784295,0.372033929,0.407805634,0.492477074,0.349463061,0.361247494,0.373581657,0.392424447,0.51663605,0.336114101,0.412739585,0.420027099,0.441872444,0.459957839,0.369681303,0.355121117,0.363548835,0.3847895,0.524820182,0.422495268,0.360761493,0.434984557,0.389767273,0.505320639,0.34128933,0.396994467,0.319519127,0.421589082,0.515154321,0.385256891,0.329833103,0.464729433,0.436605636,0.436551998,0.417692251,0.399336701,0.402361363,0.416867585,0.535154463,0.474132158,0.418925641,0.457474593,0.46524721,0.427920488,0.488216206,0.366720191,0.403505656,0.451531439,0.480582846,0.434723283,0.466461363,0.448915964,0.298004611,0.445190181,0.482010446,0.435548498,0.418103967,0.385441977,0.465837023,0.447710921,0.379347185,0.405250152,0.37079326,0.568299291,0.404145104,0.434370687,0.41639852,0.42700531,0.521496744,0.441905614,0.458957343,0.428892205,0.405821645,0.471941563,0.466046623,0.411218923,0.403764663,0.409024433,0.489572896,0.357789473,0.491305377,0.442615603,0.405902412,0.4085645,0.443628853,0.49011491,0.389451438,0.468382128,0.487366518,0.438075625,0.43386395,0.392134719,0.405892217,0.497383907,0.48795706,0.429357661,0.457273886,0.422746848,0.428566667,0.442187125,0.397434617,0.440551518,0.401199356,0.335064604,0.411949307,0.381920701,0.437728986,0.517476915,0.437970052,0.436352865,0.377283305,0.405520307,0.450073589,0.37771789,0.495653649,0.439547128,0.376024763,0.453060273,0.453959292,0.38493432,0.356919544,0.464281539,0.37392628,0.482160064,0.421942343,0.408791769,0.403799121,0.407014441,0.400414643,0.375782369,0.446185657,0.443798954,0.363780589,0.37267301,0.495869699,0.373296881,0.435066563,0.338234397,0.452994732,0.42414364,0.519572716,0.381673588,0.444204616,0.392889229,0.436329272,0.415562821,0.415656862,0.484947844,0.453367895,0.379137697,0.367567722,0.461590904,0.416511801,0.405159061,0.389558533,0.409035261,0.356382701,0.457246287,0.430209492,0.458198851,0.400805871,0.445124571,0.357931544,0.420774847,0.355817056,0.44631923,0.446434036,0.391411213,0.35729829,0.449575195,0.414587439,0.391388834,0.41452904,0.402022188,0.414585259,0.434938599,0.413898249,0.379068496,0.40943681,0.408017714,0.388454376,0.319303116,0.408631357,0.458007589,0.36268293,0.435773662,0.349292561,0.382752655,0.422534002,0.413611635,0.353623523,0.432178247,0.449137181,0.428705154
G4,0.356734632,0.337973252,0.270582403,0.274098761,0.272456626,0.302083448,0.23441934,0.279668071,0.292993293,0.301128735,0.138856054,0.305597553,0.310048176,0.2466238,0.274886609,0.265504483,0.305606319,0.316181333,0.129285517,0.28468965,0.134732796,0.26062691,0.213262979,0.198459799,0.348494959,0.330941614,0.329588886,0.359271839,0.042612071,0.377850511,0.092213846,0.308471933,0.287963783,0.209633825,0.381017622,0.340872826,0.279662325,0.354256442,0.066654219,0.435939995,0.152632843,0.332805809,0.317270559,0.218316641,0.36142586,0.373015743,0.266137981,0.317632812,0.089176224,0.318287317,0.200914875,0.34532267,0.301165215,0.205818496,0.384125905,0.390697468,0.37107799,0.396988819,0.15309252,0.349019899,0.224982659,0.415690913,0.235748652,0.27048726,0.355278009,0.416759552,0.384783647,0.431933119,0.120763833,0.332889541,0.246529945,0.435261681,0.365385338,0.2746792,0.399379025,0.442096253,0.290578698,0.392692012,0.089534899,0.381273162,0.226743384,0.435347159,0.335391939,0.253917848,0.380061279,0.479682017,0.313269553,0.461643531,0.15094552,0.397659053,0.195081222,0.450576323,0.408322688,0.301199622,0.273741604,0.401501597,0.290182643,0.466541769,0.07742473,0.426600638,0.285302844,0.443059821,0.375040883,0.240095295,0.339373595,0.422193538,0.293841166,0.397499668,0.087346188,0.37183352,0.445800008,0.445100351,0.352617202,0.310702092,0.325138177,0.456261322,0.340560582,0.48656916,0.324271249,0.339450227,0.433403245,0.408684587,0.42081391,0.358380279,0.438384342,0.440570055,0.351722923,0.431005101,0.338514507,0.40176748,0.385067416,0.441708252,0.331068735,0.503425772,0.352530257,0.401353601,0.419764516,0.390987951,0.356169116,0.335458437,0.382364533,0.364379051,0.381812306,0.423467685,0.377362572,0.398370736,0.40214012,0.467359198,0.309468613,0.399786549,0.410787121,0.410850315,0.294273551,0.388065407,0.344335242,0.342077072,0.370647068,0.407271542,0.234498677,0.395004048,0.322019946,0.413340615,0.366193924,0.280741668,0.351125283,0.312642844,0.355435086,0.338543091,0.362721685,0.354058123,0.278138502,0.273326193,0.328416735,0.386439531,0.334147966,0.338828886,0.317035927,0.348051791,0.349881924,0.285043219,0.305883124,0.285519486,0.217621774,0.288649604,0.290168429,0.317347519,0.265520816,0.29598285,0.271643311,0.2599,0.274823327,0.343199345,0.288355096,0.332257367,0.263480257,0.319378612,0.253643115,0.264787326,0.305567201,0.322063064,0.330584078,0.354641738,0.29815165,0.254931711,0.325504308,0.250139071,0.361561008,0.374890705,0.283910845,0.285275028
G5,0.466764451,0.484259468,0.487611878,0.397417143,0.407586057,0.450647693,0.4419733,0.488034897,0.521122033,0.510048642,0.391257726,0.424360854,0.503703663,0.367862094,0.513265565,0.511236679,0.368532761,0.467130819,0.426864499,0.429814247,0.419243745,0.570548606,0.486192566,0.28175889,0.434427033,0.470117873,0.305837756,0.431948701,0.472895631,0.492875317,0.4707511,0.50779285,0.384641392,0.234702963,0.474026776,0.454498925,0.308933943,0.522693442,0.464772596,0.491428102,0.517764097,0.45902003,0.429865255,0.259198412,0.521872383,0.547145325,0.305081078,0.528230378,0.445263411,0.531333473,0.551356459,0.506455187,0.481115909,0.245024566,0.492234617,0.584337501,0.285006747,0.53442017,0.479274645,0.468368418,0.455761312,0.483441189,0.520263308,0.192120309,0.483303419,0.497353744,0.330426067,0.452643053,0.483208374,0.496506006,0.481220484,0.480419013,0.425016397,0.25007179,0.499331033,0.462006109,0.303215822,0.441706066,0.497513368,0.487674329,0.448558313,0.477834699,0.460077781,0.210261898,0.427434732,0.494151154,0.344644042,0.453283689,0.515770418,0.53251177,0.476672468,0.504232759,0.478077758,0.216905737,0.513578252,0.507097684,0.317169416,0.469403637,0.493230412,0.474165457,0.483390499,0.546244562,0.499891382,0.321666383,0.481548295,0.516131264,0.272026283,0.510206192,0.437137081,0.464250298,0.481143599,0.495216533,0.515777284,0.400740163,0.455903881,0.481970366,0.427740101,0.558254633,0.487198447,0.451153132,0.490366577,0.524983112,0.495389843,0.507556968,0.474616598,0.465766289,0.456908891,0.489899389,0.458223705,0.43237367,0.490747725,0.511090809,0.552156781,0.481007304,0.471577265,0.541283168,0.414404896,0.454522157,0.564343111,0.460632419,0.509792811,0.445209338,0.446270014,0.48690739,0.440574111,0.550154312,0.451757552,0.474404556,0.524958088,0.415780455,0.460416254,0.518332258,0.509479718,0.45003087,0.484905419,0.473163444,0.46094346,0.464985811,0.423246282,0.510716858,0.517226793,0.537108269,0.5307166,0.44871449,0.470359816,0.546539406,0.454906172,0.552861601,0.591860467,0.49355553,0.482900173,0.491546898,0.477959708,0.475468171,0.433929201,0.482027798,0.57006851,0.454249812,0.588772124,0.432830698,0.462796407,0.41311054,0.435832709,0.488332868,0.528852676,0.555327406,0.495650664,0.490889187,0.500994597,0.451111924,0.507435183,0.529653718,0.472554436,0.496373067,0.450699052,0.469354481,0.547534011,0.495072573,0.558303785,0.472369703,0.472468339,0.453958276,0.494163173,0.480131481,0.49814152,0.463859543,0.450452304,0.507621978,0.452829431,0.525111473
G6,0.039308594,0.042156496,0.053423414,0.043445335,0.068693067,0.034499683,0.021932612,0.063355759,0.028195446,0.030407665,0.052008124,0.044853282,0.07421171,0.034963008,0.054700663,0.025720864,0.004704019,0.028510486,0.063962668,0.04336902,0.028475594,0.022316621,0.03438819,0.046171118,0.04400923,0.033125154,0.004504738,0.045839339,0.044797729,0.072137482,0.061837063,0.02081868,0.035167993,0.073413924,0.025989527,0.033586699,0.003319783,0.020754821,0.047065249,0.024776024,0.035445616,0.033753391,0.035522827,0.096462334,0.027641042,0.045572517,0.002256752,0.04272543,0.04551557,0.026381819,0.039496925,0.044280678,0.069120943,0.055664671,0.044281826,0.04646766,0.000363834,0.047206339,0.041152884,0.032256907,0.052074289,0.01627445,0.110177744,0.094155149,0.048034831,0.038680664,0.000623506,0.027831292,0.03954864,0.065344946,0.039629476,0.01206532,0.027297802,0.120749387,0.086825743,0.036892235,1.29E-05,0.069776684,0.05334416,0.018347353,0.029804015,0.010296904,0.033223729,0.161675214,0.045983849,0.035735705,0.000339742,0.025317003,0.051779881,0.042243927,0.027634233,0.016832141,0.053558966,0.096834109,0.04080993,0.02844352,0.00088321,0.051471613,0.079174516,0.018793393,0.050375288,0.009654743,0.057450838,0.094656694,0.02477339,0.043642653,0.000194081,0.062661886,0.051559564,0.045916038,0.031270637,0.022973477,0.029299254,0.094912737,0.054307771,0.04185033,0.028307826,0.041515674,0.055896379,0.062987569,0.043112074,0.040511226,0.045182139,0.05223024,0.031933166,0.02513944,0.038154183,0.01729075,0.026615251,0.055445019,0.0316908,0.044334156,0.040117907,0.055726812,0.054801583,0.056463884,0.035550718,0.024793193,0.046616088,0.066525951,0.032823758,0.03478319,0.019302895,0.039484621,0.031126699,0.028549847,0.053233326,0.026509205,0.041628293,0.041106626,0.032532144,0.040362849,0.045998652,0.055661077,0.036785828,0.087255189,0.045036461,0.037436912,0.029631712,0.026944222,0.047015543,0.031301845,0.028304326,0.051982492,0.037950965,0.064207373,0.032617227,0.047412454,0.028319685,0.058555282,0.025517541,0.03726274,0.04707622,0.046330475,0.053319984,0.044242123,0.034451957,0.021575173,0.02611521,0.055476333,0.037976478,0.045965989,0.02845149,0.040592272,0.031054479,0.049407878,0.048216285,0.039318208,0.024242365,0.053540862,0.037612979,0.041219292,0.030560727,0.020616022,0.061173553,0.069066815,0.040280728,0.021161605,0.026668708,0.032941134,0.039073395,0.03567424,0.02267751,0.02703095,0.025899591,0.038008151,0.03270298,0.029637828,0.038286334,0.023882626
G7,0.570413398,0.436112896,0.505118509,0.555850078,0.509902358,0.511402977,0.465754929,0.509082325,0.419120645,0.5160677,0.509362494,0.48945877,0.442530166,0.467197258,0.493170261,0.541432905,0.446255742,0.457232234,0.55450113,0.432415528,0.453996826,0.47341331,0.494056098,0.390321961,0.450533179,0.548828442,0.460469574,0.490719014,0.460258676,0.42610575,0.52765277,0.506190538,0.481955421,0.498244391,0.531049456,0.478047751,0.472832063,0.535592614,0.455163495,0.339084678,0.460677905,0.53364933,0.430644432,0.461015229,0.504138777,0.473867343,0.502981882,0.463651749,0.503224105,0.124375127,0.458717239,0.476826985,0.480172253,0.515923846,0.489160889,0.531463725,0.538518453,0.440651283,0.500965149,0.036270982,0.517650581,0.469115985,0.384611645,0.584267034,0.466701935,0.514154477,0.557695545,0.530342681,0.455187599,0.18694983,0.442405403,0.495513895,0.483937168,0.477408334,0.517040054,0.509515466,0.530102113,0.435283424,0.474784184,0.452389596,0.492749103,0.449559566,0.375943056,0.409329366,0.489284307,0.532296212,0.48621907,0.488032871,0.465304732,0.463723513,0.498208967,0.520040635,0.502828089,0.54489111,0.446287359,0.468278768,0.474581821,0.489929043,0.475523554,0.45817855,0.487770546,0.508755242,0.493740908,0.484449779,0.454157807,0.501811963,0.466147516,0.50033895,0.549225077,0.531545125,0.512644988,0.42894352,0.42004024,0.457778519,0.464557451,0.445428302,0.499550599,0.51196044,0.497152369,0.533262426,0.480788575,0.502455754,0.432007067,0.430882011,0.458194487,0.509615672,0.512406474,0.472110097,0.476289395,0.49782804,0.478117622,0.5137374,0.480295362,0.435191146,0.520393763,0.419551297,0.542577108,0.506669399,0.511054218,0.448234198,0.40563656,0.425371325,0.499530089,0.49530825,0.58506736,0.422426513,0.516339534,0.522796664,0.475552145,0.462143696,0.528213514,0.434676407,0.563729828,0.483727154,0.519010734,0.548263884,0.479263994,0.40880931,0.456680836,0.485735052,0.471402525,0.461135864,0.4847628,0.566435112,0.533717181,0.467235677,0.60872601,0.457463264,0.494085202,0.519084168,0.442454295,0.503564485,0.505997085,0.449352862,0.473528659,0.483940434,0.464505165,0.507116895,0.492104105,0.494216432,0.467012097,0.476609016,0.476130198,0.592711297,0.441132657,0.493368715,0.524602071,0.481477798,0.418642043,0.561698703,0.509101258,0.441643956,0.508735641,0.506509543,0.471673609,0.517607018,0.396257582,0.466146575,0.459262335,0.502816416,0.448165018,0.449902894,0.470375248,0.4715709,0.513095146,0.537248173,0.489340584,0.43492753,0.47005844,0.454180539
G8,0.37751183,0.435899773,0.368661487,0.357267229,0.392090938,0.404218865,0.294759444,0.422171509,0.345130573,0.347044086,0.338709874,0.36396323,0.36086829,0.231616276,0.370292887,0.32938583,0.311197212,0.421974934,0.306380046,0.373390438,0.294518054,0.335032629,0.358185293,0.166286598,0.437826065,0.308746918,0.338000354,0.332374423,0.294316913,0.350895153,0.351742057,0.30397797,0.361072859,0.123404097,0.466095502,0.299099866,0.279711013,0.364064405,0.350377748,0.338414136,0.414553285,0.372218652,0.390162146,0.150282924,0.436951307,0.389164099,0.342090638,0.386339304,0.296753428,0.461953816,0.385270088,0.445550896,0.349871563,0.202967456,0.488580935,0.421352105,0.4133719,0.410250706,0.280593709,0.404098708,0.518175924,0.349701697,0.394893761,0.158372897,0.431798131,0.366914075,0.364500534,0.412304334,0.339306858,0.399732642,0.461404197,0.402934977,0.346672819,0.124160964,0.398723568,0.43484985,0.426730195,0.474975686,0.370834808,0.51890587,0.460483898,0.424467873,0.387159172,0.158782934,0.486747171,0.461783436,0.410733008,0.432972422,0.312244311,0.421278416,0.481734923,0.400001811,0.373069939,0.124452567,0.440156605,0.474838174,0.409207895,0.504617292,0.267724412,0.508495712,0.426227014,0.425901783,0.442933967,0.158994245,0.438183122,0.388828755,0.406974369,0.488049383,0.23904068,0.486619198,0.459995906,0.465017343,0.44591577,0.306254605,0.43815641,0.416270453,0.363705452,0.420041882,0.332349607,0.416179372,0.446941928,0.425295251,0.348408642,0.361262266,0.420816996,0.37121522,0.386192308,0.397146874,0.313868471,0.509710582,0.40565749,0.420393917,0.348938918,0.331969328,0.409343776,0.298369236,0.388726055,0.335087206,0.319112859,0.402294688,0.406332265,0.369180167,0.341142315,0.356018599,0.460188241,0.390083076,0.369306529,0.397799536,0.310595591,0.379312832,0.389243513,0.459471233,0.35036528,0.318096867,0.360783313,0.343998061,0.378791647,0.372137323,0.348472798,0.396207724,0.393888962,0.430099052,0.333323785,0.42774786,0.360771183,0.32106617,0.381204177,0.263628081,0.339146728,0.336489879,0.298072678,0.331360264,0.331455675,0.403096706,0.328525027,0.357266739,0.295928552,0.414832101,0.307132211,0.366801893,0.372192117,0.332193525,0.343366701,0.36470089,0.331766109,0.385191514,0.337722241,0.305066853,0.341938484,0.318181112,0.394067131,0.389199945,0.308591587,0.299186616,0.382750337,0.331830552,0.334968964,0.355101627,0.385198589,0.36141534,0.411840674,0.335902646,0.397378365,0.363801857,0.323781622,0.33754195,0.359156562,0.367939895,0.329793196,0.368966186
G9,0.018490296,0.020220579,0.022626577,0.016218368,0.005445944,0.022698919,0.007115723,0.0090307,0.012554561,0.015380019,0.014335257,0.142511897,0.020228811,0.029304498,0.006165156,0.025906022,0.002527802,0.018716744,0.224389655,0.018080263,0.027571197,0.149813689,0.006510163,0.020153448,0.035383843,0.027278632,0.015228456,0.004966944,0.282989932,0.01573141,0.08705181,0.194024065,0.003500367,0.015651474,0.012420643,0.036293066,0.007020796,0.020940803,0.224848817,0.02224435,0.064910296,0.191357856,0.00492744,0.005975113,0.028275746,0.060821967,0.003176051,0.018821362,0.294857443,0.050428155,0.043984158,0.204463928,0.018801342,0.010335108,0.017425196,0.044594613,0.003437385,0.031818868,0.271726913,0.062256043,0.071090137,0.205718859,0.014023214,0.004975402,0.024037959,0.066724287,0.015132918,0.032830628,0.312986961,0.03216976,0.077135285,0.20496402,0.004577308,0.008935162,0.043608285,0.051458316,0.001775323,0.051376531,0.255138142,0.072169115,0.055643389,0.222746272,0.009212831,0.001589536,0.030994567,0.03001103,0.006116655,0.050367871,0.393930776,0.060068703,0.065241618,0.235330587,0.005400491,0.001858272,0.034772759,0.042049976,0.005731941,0.036011531,0.322819098,0.060877296,0.058558017,0.187901212,0.009576102,0.003672548,0.015308327,0.021467417,0.014664252,0.034459106,0.378469175,0.055255694,0.05469716,0.052468534,0.018479694,0.010969316,0.01376473,0.01815372,0.01144199,0.024594559,0.15616639,0.065574984,0.018015247,0.007933844,0.051516539,0.009303785,0.014736975,0.009005925,0.005907218,0.044841043,0.141950155,0.018004934,0.003882354,0.010884152,0.022677706,0.007581885,0.011758299,0.011226051,0.014392529,0.021768341,0.043859361,0.015924135,0.016666538,0.01310298,0.008205344,0.023076283,0.01208103,0.017526509,0.034642074,0.02639,0.02510131,0.013474904,0.005200056,0.013524727,0.015353431,0.011063869,0.012070557,0.013576126,0.034516203,0.006152534,0.030986133,0.012327207,0.014537024,0.0115449,0.007832843,0.008584845,0.011442682,0.011431115,0.026438015,0.018502469,0.02200608,0.007995253,0.009213723,0.016321084,0.010616643,0.004566458,0.002444011,0.011020253,0.011058627,0.013412844,0.029015451,0.005427047,0.030394763,0.005426947,0.016379422,0.023335106,0.024373635,0.016649032,0.010750704,0.013082549,0.006117748,0.011082066,0.013294535,0.018112376,0.017623687,0.006180859,0.011330467,0.020483474,0.013492071,0.03221682,0.024694271,0.005717424,0.004418424,0.009106113,0.010626934,0.007634185,0.015739187,0.02967598,0.008865386,0.017595487,0.010427049,0.022920898
