Parent - Child Weight Probability Score
G1 -> G1 0.095026 0.975619 0.321099
G3 -| G1 -0.120576 0.992657 -0.414546
G4 -| G1 -0.063810 0.761626 -0.168324
G8 -| G1 -0.078178 0.801643 -0.217060
G10 -| G1 -0.095468 0.931206 -0.307906
G11 -| G1 -0.026059 0.508166 -0.045865
G12 -| G1 -0.035223 0.553371 -0.067508
G13 -| G1 -0.053192 0.742142 -0.136724
G15 -> G1 0.116936 0.996253 0.403489
G16 -> G1 0.188977 0.998438 0.653497
G20 -| G1 -0.055815 0.808205 -0.156237
G21 -| G1 -0.039108 0.569074 -0.077082
G23 -> G1 0.071665 0.920845 0.228564
G26 -> G1 0.036588 0.537102 0.068064
G27 -> G1 0.042611 0.579107 0.085466
G28 -> G1 0.047806 0.751765 0.124474
G29 -> G1 0.036604 0.627174 0.079511
G30 -> G1 0.079442 0.940859 0.258875
G31 -| G1 -0.030103 0.555515 -0.057920
G34 -> G1 0.038011 0.637813 0.083968
G35 -> G1 0.276322 1.000000 0.957039
G38 -| G1 -0.026340 0.538944 -0.049167
G41 -| G1 -0.133297 0.961623 -0.443955
G43 -| G1 -0.038587 0.590754 -0.078951
G44 -| G1 -0.062475 0.856282 -0.185285
G45 -| G1 -0.041775 0.691268 -0.100018
G46 -| G1 -0.035282 0.531314 -0.064926
G48 -> G1 0.073195 0.864831 0.219244
G50 -> G1 0.183781 0.999998 0.636523
G51 -| G1 -0.151435 0.993253 -0.520954
G52 -> G1 0.128312 0.998795 0.443872
G53 -| G1 -0.127595 0.955728 -0.422360
G54 -| G1 -0.040739 0.594025 -0.083816
G55 -> G1 0.024860 0.537408 0.046272
G58 -> G1 0.096149 0.966686 0.321918
G62 -> G1 0.071284 0.915637 0.226063
G63 -> G1 0.046336 0.666864 0.107022
G64 -> G1 0.027008 0.507616 0.047483
G67 -> G1 0.032356 0.527750 0.059142
G68 -| G1 -0.082727 0.830065 -0.237833
G71 -| G1 -0.058664 0.675213 -0.137191
G72 -| G1 -0.038749 0.554606 -0.074432
G73 -| G1 -0.035223 0.528856 -0.064517
G74 -> G1 0.042280 0.647924 0.094880
G75 -> G1 0.144110 0.996937 0.497596
G76 -| G1 -0.112376 0.942490 -0.366830
G77 -| G1 -0.117654 0.938779 -0.382549
G78 -| G1 -0.033233 0.584955 -0.067330
G84 -| G1 -0.061581 0.684593 -0.146013
G86 -> G1 0.145181 0.999714 0.502691
G88 -| G1 -0.046729 0.715036 -0.115726
G93 -> G1 0.031884 0.548765 0.060599
G94 -> G1 0.067636 0.889423 0.208353
G95 -> G1 0.037356 0.625451 0.080922
G96 -| G1 -0.076267 0.926394 -0.244706
G97 -> G1 0.036758 0.565137 0.071948
G98 -| G1 -0.028292 0.500959 -0.049089
G100 -> G1 0.071440 0.927962 0.229608
G3 -> G2 0.045644 0.701362 0.110877
G6 -| G2 -0.059241 0.856212 -0.175678
G8 -> G2 0.139611 0.998998 0.483057
G9 -> G2 0.052145 0.831550 0.150182
G10 -> G2 0.141982 0.999481 0.491499
G11 -> G2 0.033985 0.622115 0.073228
G12 -| G2 -0.031211 0.549604 -0.059412
G13 -> G2 0.067812 0.912394 0.214290
G15 -| G2 -0.090745 0.989767 -0.311079
G17 -> G2 0.039067 0.619266 0.083791
G20 -> G2 0.033722 0.635583 0.074233
G21 -> G2 0.074527 0.856905 0.221188
G23 -| G2 -0.024153 0.532804 -0.044571
G27 -| G2 -0.035527 0.566110 -0.069659
G28 -| G2 -0.034634 0.663640 -0.079606
G32 -| G2 -0.020313 0.528308 -0.037168
