Parent - Child Weight Probability Score
G4 -> G1 0.062881 0.658151 0.114206
G5 -> G1 0.123304 0.996286 0.339003
G7 -> G1 0.048425 0.565145 0.075522
G9 -| G1 -0.120489 0.839240 -0.279044
G10 -| G1 -0.148229 0.998186 -0.408305
G14 -> G1 0.092347 0.659914 0.168170
G15 -> G1 0.094010 0.662386 0.171841
G17 -> G1 0.133391 0.989749 0.364329
G18 -> G1 0.087025 0.879251 0.211154
G24 -> G1 0.081573 0.776609 0.174820
G25 -| G1 -0.148125 0.961628 -0.393076
G28 -| G1 -0.105263 0.914593 -0.265672
G35 -> G1 0.060801 0.730315 0.122535
G37 -| G1 -0.056202 0.569635 -0.088346
G38 -> G1 0.071132 0.574599 0.112790
G39 -> G1 0.134846 0.965127 0.359141
G44 -| G1 -0.105041 0.955222 -0.276887
G45 -| G1 -0.047424 0.574733 -0.075216
G48 -| G1 -0.057725 0.630294 -0.100403
G49 -| G1 -0.064900 0.650056 -0.116423
G51 -| G1 -0.122475 0.993095 -0.335645
G56 -> G1 0.102745 0.942863 0.267332
G58 -> G1 0.054961 0.539239 0.081786
G59 -> G1 0.056954 0.501407 0.078805
G60 -> G1 0.096216 0.837572 0.222389
G63 -| G1 -0.046893 0.553877 -0.071674
G64 -> G1 0.077326 0.775468 0.165473
G65 -> G1 0.113885 0.975633 0.306615
G70 -> G1 0.109115 0.761876 0.229408
G71 -> G1 0.150282 0.996916 0.413435
G72 -> G1 0.081502 0.716150 0.161070
G73 -> G1 0.067881 0.565197 0.105875
G74 -> G1 0.111117 0.953095 0.292253
G76 -> G1 0.108155 0.979349 0.292298
G77 -> G1 0.108443 0.909275 0.272105
G78 -> G1 0.150051 0.949126 0.393010
G79 -> G1 0.059821 0.530378 0.087555
G80 -> G1 0.128414 0.877606 0.310994
G81 -| G1 -0.054960 0.548671 -0.083215
G83 -> G1 0.092660 0.952709 0.243609
G84 -| G1 -0.068714 0.596793 -0.113164
G88 -| G1 -0.101307 0.799159 -0.223416
G89 -> G1 0.097291 0.887266 0.238215
G92 -| G1 -0.073708 0.770195 -0.156660
G93 -> G1 0.130071 0.997698 0.358112
G96 -| G1 -0.115431 0.989913 -0.315327
G97 -| G1 -0.075145 0.693197 -0.143747
G98 -> G1 0.064645 0.752629 0.134263
G2 -| G2 -0.101392 0.937823 -0.262401
