Parent - Child Weight Probability Score
G8 -> G1 0.191514 0.931568 0.486129
G9 -| G1 -0.164204 0.698188 -0.312388
G12 -| G1 -0.158651 0.743222 -0.321291
G33 -> G1 0.193912 0.867747 0.458497
G42 -> G1 0.158842 0.841119 0.364051
G43 -| G1 -0.181600 0.937063 -0.463685
G60 -| G1 -0.159190 0.682137 -0.295886
G63 -| G1 -0.126781 0.601351 -0.207739
G64 -> G1 0.141708 0.658292 0.254186
G67 -> G1 0.168782 0.784932 0.360991
G71 -> G1 0.129959 0.514263 0.182108
G80 -> G1 0.147774 0.547881 0.220608
G89 -> G1 0.188516 0.935052 0.480310
G93 -> G1 0.183421 0.947040 0.473321
G96 -| G1 -0.115468 0.511727 -0.161004
G5 -> G2 0.126510 0.849099 0.292699
G8 -> G2 0.156216 0.949172 0.404024
G11 -> G2 0.131347 0.651803 0.233279
G18 -> G2 0.106804 0.626676 0.182377
G26 -> G2 0.111186 0.707650 0.214392
G28 -> G2 0.147032 0.891507 0.357169
G41 -> G2 0.141876 0.820772 0.317299
G44 -> G2 0.154919 0.941600 0.397474
G45 -| G2 -0.141570 0.919356 -0.354645
G48 -| G2 -0.132640 0.835913 -0.302116
G50 -> G2 0.137426 0.796036 0.298085
G55 -| G2 -0.144459 0.901148 -0.354713
G56 -| G2 -0.155141 0.944226 -0.399153
G65 -> G2 0.117292 0.709940 0.226898
G75 -| G2 -0.110558 0.646072 -0.194629
G83 -> G2 0.102443 0.612145 0.170873
G85 -| G2 -0.157889 0.965398 -0.415332
G89 -> G2 0.112298 0.638036 0.195234
G90 -| G2 -0.108944 0.668335 -0.198396
G91 -> G2 0.143649 0.935393 0.366130
G93 -> G2 0.099268 0.592401 0.160238
G96 -> G2 0.096534 0.563034 0.148099
G97 -> G2 0.107182 0.525747 0.153546
G21 -> G3 0.123940 0.503262 0.169959
G29 -| G3 -0.153549 0.751249 -0.314318
G30 -> G3 0.159486 0.860019 0.373738
G35 -> G3 0.119900 0.624892 0.204156
G38 -| G3 -0.159436 0.693443 -0.301256
G41 -| G3 -0.197121 0.946539 -0.508404
G43 -| G3 -0.171431 0.920215 -0.429849
G44 -> G3 0.126833 0.603378 0.208525
G45 -> G3 0.109442 0.524458 0.156399
G46 -> G3 0.143294 0.815312 0.318339
G47 -> G3 0.141940 0.765959 0.296243
G50 -| G3 -0.161823 0.783283 -0.345379
G51 -| G3 -0.117033 0.553687 -0.176567
G53 -> G3 0.124518 0.579390 0.196581
G58 -> G3 0.120394 0.511455 0.167784
G62 -| G3 -0.138354 0.644084 -0.242813
G63 -| G3 -0.124526 0.632343 -0.214560
G64 -> G3 0.113790 0.515093 0.159708
G68 -> G3 0.173994 0.912474 0.432606
G69 -| G3 -0.125255 0.573600 -0.195768
G74 -> G3 0.166370 0.860740 0.390197
G75 -> G3 0.128032 0.622109 0.217032
G80 -> G3 0.222812 0.964321 0.585462
G83 -> G3 0.124798 0.655037 0.222747
G85 -> G3 0.129470 0.686880 0.242318
G91 -> G3 0.232602 0.998775 0.633023
G96 -> G3 0.162542 0.910029 0.403050
G97 -> G3 0.197800 0.934511 0.503673
G99 -> G3 0.221140 0.997187 0.600873
G100 -| G3 -0.163155 0.904642 -0.402176
G1 -| G4 -0.129332 0.595846 -0.209980
G8 -> G4 0.209813 0.992712 0.567535
G12 -| G4 -0.188822 0.952965 -0.490305
G15 -> G4 0.186799 0.884539 0.450224
G17 -> G4 0.166372 0.858192 0.389047
G18 -| G4 -0.153730 0.838441 -0.351212
G20 -> G4 0.136477 0.571167 0.212404
G21 -> G4 0.145578 0.696606 0.276326
G26 -> G4 0.217636 0.998346 0.592038
G29 -> G4 0.172933 0.903795 0.425878
G31 -| G4 -0.198777 0.965637 -0.523018
G32 -> G4 0.264935 0.998393 0.720741
G33 -> G4 0.220624 0.986469 0.593026
G37 -> G4 0.146774 0.835273 0.334054
G38 -> G4 0.208674 0.951222 0.540863
G46 -> G4 0.177046 0.975808 0.470747
G55 -> G4 0.106065 0.502850 0.145328
G57 -> G4 0.145759 0.759659 0.301712
G70 -> G4 0.141808 0.606822 0.234476
G73 -> G4 0.124489 0.519427 0.176194
G75 -| G4 -0.113944 0.543676 -0.168799
G77 -> G4 0.144861 0.739064 0.291723
G78 -| G4 -0.158394 0.732301 -0.316057
G83 -> G4 0.140432 0.817221 0.312711
G86 -| G4 -0.132982 0.574532 -0.208183
G5 -| G5 -0.106375 0.568333 -0.164732
G11 -| G5 -0.152893 0.698338 -0.290931
G13 -| G5 -0.139480 0.614104 -0.233395
G15 -> G5 0.137547 0.610999 0.228996
G17 -> G5 0.210117 0.984492 0.563653
G20 -> G5 0.133040 0.575754 0.208717
G26 -> G5 0.148413 0.880507 0.356076
G32 -> G5 0.171285 0.826924 0.385943
G33 -| G5 -0.137314 0.651040 -0.243591
G35 -> G5 0.198119 0.992008 0.535524
G37 -> G5 0.142259 0.836138 0.324113
G38 -> G5 0.124216 0.520149 0.176054
G42 -> G5 0.205976 0.996665 0.559375
G47 -> G5 0.111769 0.580513 0.176796
G48 -> G5 0.110111 0.545552 0.163684
G55 -> G5 0.183347 0.969394 0.484296
G57 -> G5 0.251252 0.999706 0.684415
G59 -> G5 0.185597 0.931875 0.471267
G60 -| G5 -0.137175 0.661674 -0.247319
