Parent - Child Weight Probability Score
G1 -> G1 0.111672 0.917061 0.310409
G3 -| G1 -0.147384 0.976816 -0.436372
G7 -> G1 0.090221 0.717579 0.196232
G8 -| G1 -0.081746 0.547715 -0.135711
G10 -| G1 -0.082802 0.595473 -0.149451
G13 -| G1 -0.234648 0.999979 -0.711214
G15 -> G1 0.155412 0.993763 0.468123
G19 -| G1 -0.122727 0.819886 -0.304991
G20 -| G1 -0.081816 0.746979 -0.185243
G22 -> G1 0.103175 0.676195 0.211466
G23 -> G1 0.067760 0.606644 0.124595
G24 -| G1 -0.127580 0.909868 -0.351846
G26 -> G1 0.199432 0.945098 0.571300
G27 -> G1 0.095311 0.604020 0.174496
G28 -> G1 0.155284 0.994514 0.468093
G30 -> G1 0.184838 0.999566 0.560011
G31 -> G1 0.071328 0.589213 0.127388
G34 -> G1 0.115998 0.944005 0.331909
G35 -> G1 0.177656 0.997021 0.536880
G37 -> G1 0.056805 0.501988 0.086432
G38 -| G1 -0.144628 0.969136 -0.424844
G39 -> G1 0.062610 0.516499 0.098018
G41 -| G1 -0.097829 0.602573 -0.178678
G42 -| G1 -0.180859 0.980700 -0.537613
G44 -| G1 -0.065638 0.590355 -0.117452
G45 -| G1 -0.078958 0.710843 -0.170123
G47 -| G1 -0.153283 0.860143 -0.399629
G50 -> G1 0.194055 0.999728 0.588030
G51 -| G1 -0.244354 0.999332 -0.740154
G52 -> G1 0.170046 0.998054 0.514415
G53 -| G1 -0.076603 0.513299 -0.119181
G55 -> G1 0.123233 0.949171 0.354539
G57 -> G1 0.107381 0.815545 0.265441
G58 -> G1 0.218206 0.999933 0.661348
G60 -> G1 0.103153 0.877359 0.274318
G63 -> G1 0.251548 0.999873 0.762358
G64 -> G1 0.167012 0.960370 0.486160
G68 -| G1 -0.084503 0.593627 -0.152047
G70 -| G1 -0.091661 0.615527 -0.171012
G71 -| G1 -0.147690 0.876638 -0.392432
G72 -| G1 -0.142712 0.866231 -0.374703
G73 -| G1 -0.096134 0.623037 -0.181546
G75 -> G1 0.241238 0.999782 0.731044
G76 -| G1 -0.119501 0.786567 -0.284905
G77 -| G1 -0.184928 0.984271 -0.551709
G78 -| G1 -0.118503 0.912898 -0.327901
G82 -| G1 -0.069048 0.525333 -0.109946
G84 -| G1 -0.082912 0.557143 -0.140016
G85 -| G1 -0.088311 0.663187 -0.177518
G86 -> G1 0.181242 0.999563 0.549114
G91 -| G1 -0.129204 0.922087 -0.361113
G94 -> G1 0.140858 0.988221 0.421919
G96 -| G1 -0.069841 0.588137 -0.124503
G3 -> G2 0.086906 0.863957 0.227580
G6 -| G2 -0.090463 0.891768 -0.244520
G8 -> G2 0.129941 0.977030 0.384811
G9 -> G2 0.048409 0.526938 0.077317
G10 -> G2 0.099309 0.886834 0.266947
G11 -> G2 0.059762 0.648764 0.117518
G12 -| G2 -0.080558 0.841077 -0.205371
G13 -> G2 0.147505 0.998957 0.446629
G15 -| G2 -0.092409 0.942625 -0.264026
G21 -> G2 0.079352 0.684169 0.164557
G30 -| G2 -0.098251 0.962113 -0.286520
G34 -| G2 -0.119581 0.994696 -0.360535
G35 -| G2 -0.124668 0.990095 -0.374133
G36 -| G2 -0.062056 0.599366 -0.112737
G37 -> G2 0.060273 0.637084 0.116389
G38 -> G2 0.144909 0.996284 0.437594
G39 -| G2 -0.083147 0.831496 -0.209557
G42 -> G2 0.099747 0.846780 0.256014
G43 -> G2 0.113386 0.912665 0.313662
G45 -> G2 0.100341 0.967861 0.294365
G50 -| G2 -0.073264 0.757530 -0.168222
G52 -| G2 -0.117889 0.993076 -0.354854
G53 -> G2 0.111059 0.846032 0.284796
G55 -> G2 0.053779 0.606526 0.098869
G61 -> G2 0.109035 0.980078 0.323906
G63 -| G2 -0.075394 0.733022 -0.167513
G65 -> G2 0.065173 0.600272 0.118578
G66 -> G2 0.082752 0.855271 0.214524
G67 -> G2 0.054109 0.520923 0.085435
G68 -> G2 0.139275 0.958004 0.404420
G69 -| G2 -0.085422 0.918332 -0.237774
G70 -> G2 0.149972 0.987539 0.448908
G71 -> G2 0.104520 0.817841 0.259097
G74 -| G2 -0.058693 0.611482 -0.108784
G76 -> G2 0.087305 0.730431 0.193291
G80 -> G2 0.055269 0.503433 0.084337
G85 -> G2 0.092556 0.834553 0.234127
G86 -| G2 -0.132869 0.998703 -0.402210
G88 -> G2 0.099003 0.940708 0.282291
G90 -> G2 0.067636 0.700338 0.143574
G1 -> G3 0.084201 0.835839 0.213321
G4 -> G3 0.093150 0.840601 0.237337
G5 -> G3 0.082369 0.654993 0.163529
G6 -> G3 0.092093 0.863927 0.241155
G7 -| G3 -0.072937 0.681327 -0.150625
G10 -> G3 0.070724 0.603489 0.129369
G12 -> G3 0.189451 0.999997 0.574234
G17 -| G3 -0.216864 0.999977 -0.657309
G20 -> G3 0.054104 0.585370 0.095996
G21 -| G3 -0.087216 0.697010 -0.184258
G22 -> G3 0.104218 0.822449 0.259802
G23 -> G3 0.059523 0.623636 0.112514
G28 -> G3 0.104739 0.967212 0.307060
G29 -> G3 0.051855 0.536800 0.084371
G31 -> G3 0.112771 0.946188 0.323420
G34 -> G3 0.152975 0.999663 0.463519
G37 -> G3 0.121617 0.969537 0.357398
G39 -> G3 0.237660 1.000000 0.720358
G40 -> G3 0.141126 0.975419 0.417244
G44 -> G3 0.073239 0.786071 0.174500
G49 -| G3 -0.076608 0.735130 -0.170699
G53 -> G3 0.135778 0.918292 0.377922
G57 -| G3 -0.063335 0.591868 -0.113621
G58 -| G3 -0.149662 0.995181 -0.451446
G59 -> G3 0.071940 0.774101 0.168796
G63 -| G3 -0.065298 0.607086 -0.120156
