SourceGENES,TargetGENES,Interaction,Edges
G74,G81,1.1379437251277,repression
G66,G57,1,activation
G3,G54,0.916505807152705,activation
G99,G84,0.780199876760991,repression
G56,G55,0.76769508991879,repression
G12,G50,0.760603168947473,activation
G47,G81,0.733689406939474,repression
G3,G80,0.726007806342308,activation
G66,G93,0.673632465122307,activation
G99,G53,0.673454542589798,repression
G51,G35,0.669645247023362,activation
G48,G28,0.665228787299106,activation
G79,G54,0.664594264287354,activation
G66,G42,0.6416042500872,repression
G48,G92,0.641283678725104,activation
G66,G80,0.629690480731375,repression
G64,G81,0.626057203333265,activation
G56,G19,0.616671267243846,repression
G11,G57,0.611424282704164,activation
G66,G15,0.605969152592543,repression
G42,G18,0.60019248796512,activation
G74,G76,0.587457497224737,repression
G66,G87,0.58673377029117,activation
G100,G85,0.58385346370892,activation
G99,G39,0.583821167656114,repression
G99,G65,0.583302938152315,repression
G47,G59,0.568938144113196,activation
G39,G49,0.568053799341379,repression
G39,G61,0.564691578108005,activation
G95,G44,0.558431005895258,activation
G66,G70,0.548915295948727,activation
G39,G30,0.5356417820758,activation
G3,G82,0.532268387535325,activation
G12,G54,0.532244346638302,activation
G10,G57,0.522285023407531,repression
G86,G52,0.519944322909796,repression
G97,G69,0.518504855013698,activation
G53,G82,0.518212007941469,repression
G95,G35,0.516209225372063,activation
G56,G84,0.516149300190278,repression
G3,G79,0.51467087978068,repression
G99,G76,0.512250990370504,activation
G74,G3,0.508544792690313,activation
G47,G41,0.501421416135294,activation
G71,G24,0.500824098176541,repression
G84,G94,0.500471705468927,activation
G64,G65,0.500274514030678,repression
G74,G56,0.498149371731461,repression
G39,G19,0.497041457887186,activation
G79,G80,0.49623486045324,activation
G66,G77,0.493652185039363,repression
G39,G93,0.492539240794967,repression
G58,G60,0.489570043466924,repression
G38,G51,0.488678469489739,repression
G12,G8,0.486153991112085,repression
G95,G51,0.485816039583805,repression
G12,G9,0.485245553548387,activation
G47,G46,0.484960544564293,activation
G51,G84,0.484251076193562,repression
G74,G35,0.483009359451675,activation
G5,G68,0.482987244447627,activation
G34,G87,0.481310580921182,repression
G51,G53,0.479055350841409,activation
G63,G94,0.478213379117284,activation
G53,G37,0.478053432503181,repression
G34,G54,0.473925059703684,activation
G5,G94,0.473514701740242,activation
G53,G55,0.472426816413451,repression
G66,G25,0.471329517842525,activation
G72,G34,0.468812627266364,repression
G3,G60,0.467384762144042,activation
G3,G86,0.464442467531602,activation
G100,G80,0.463369562837955,repression
G11,G42,0.459378109497329,repression
G1,G68,0.458829496558423,activation
G64,G19,0.457100782085558,repression
G44,G68,0.454166720244236,repression
G38,G88,0.453986344599207,repression
G72,G65,0.453512062603634,activation
G30,G82,0.453268795152758,activation
G68,G63,0.452666066693671,repression
G51,G55,0.452168971875825,activation
G51,G63,0.450795844104423,repression
G38,G8,0.449213696863613,repression
G34,G84,0.449149945258773,activation
G72,G33,0.448964642299156,repression
G56,G89,0.447433450967424,activation
G74,G46,0.447152390163711,activation
G64,G18,0.445815232746229,repression
G34,G57,0.44462365390643,activation
G47,G14,0.443136261524239,activation
G100,G54,0.442278858071812,activation
G11,G79,0.441780325689778,repression
G100,G42,0.441741788813511,activation
G66,G69,0.441436640771354,activation
G64,G39,0.440786711582767,repression
G72,G18,0.436003872356735,repression
G99,G94,0.432865569650817,activation
G95,G88,0.431752547407538,activation
G8,G53,0.431725551497598,repression
G84,G86,0.431639438234292,repression
G38,G84,0.431578469270526,activation
G16,G52,0.431073565797557,activation
G11,G63,0.428554435979682,repression
G99,G55,0.42773653393472,activation
G95,G60,0.427142477705304,repression
G56,G61,0.425359924791356,activation
G72,G87,0.423820089801766,activation
G95,G25,0.422696234710841,repression
G51,G18,0.422484773560172,activation
G97,G57,0.422049955219991,repression
G47,G92,0.419872182719608,activation
G99,G71,0.418431104995292,activation
G8,G9,0.418241172249498,activation
G56,G49,0.417613141470834,activation
G95,G37,0.417127265217728,activation
G3,G57,0.416124848507604,activation
G1,G85,0.415968968228893,repression
G41,G7,0.415813446332768,repression
G45,G35,0.415792309876912,repression
G95,G68,0.41569266972303,repression
G48,G62,0.414641401782986,repression
G22,G82,0.414294759466145,repression
G64,G62,0.412992115001334,activation
G95,G16,0.412446351950883,repression
G48,G60,0.411412763409427,repression
G38,G35,0.411331971177767,repression
G56,G86,0.4113245451017,repression
G3,G13,0.409739224102887,activation
G10,G35,0.407380116051334,activation
G3,G66,0.407149739973105,repression
G84,G53,0.407085717387766,repression
G10,G87,0.406576924091896,activation
G11,G80,0.405755004558793,activation
G72,G62,0.405577866703472,activation
G99,G56,0.40528233473069,activation
G99,G89,0.404549414736726,activation
G44,G35,0.402649185596611,repression
G32,G61,0.397386465596698,repression
G3,G16,0.397333959501745,repression
G22,G60,0.396416876289834,repression
G3,G40,0.396014026502449,repression
G97,G54,0.394989653743648,activation
G16,G24,0.394270868120708,repression
G68,G34,0.393543107574621,activation
G8,G86,0.393495546536996,repression
G100,G60,0.393154057662445,activation
G51,G86,0.3922856817201,repression
G88,G35,0.391820317119854,repression
G11,G35,0.389610678560366,repression
G28,G82,0.388263788807704,repression
G47,G7,0.38731327126634,repression
G97,G80,0.38723757130453,repression
G38,G42,0.385405361069087,repression
G5,G28,0.384594908546286,activation
G12,G2,0.383845664362569,repression
G100,G79,0.38325095479713,repression
G12,G45,0.382728119090769,repression
G67,G39,0.382352570102016,activation
G99,G81,0.381506582230521,activation
G12,G3,0.381022550455127,repression
G71,G52,0.379913987887691,repression
G66,G88,0.378818156536961,repression
G47,G52,0.378418927524761,activation
G99,G87,0.377865577991455,repression
G63,G40,0.375844610660665,activation
G51,G16,0.374452213554202,activation
G38,G26,0.374426912545198,repression
G41,G28,0.37250087868178,activation
G39,G84,0.372046724482339,repression
G1,G94,0.371170760264117,repression
G48,G69,0.370865704210699,activation
G68,G11,0.370374889576407,repression
G56,G7,0.370362599216491,repression
G66,G34,0.370355249230258,activation
G5,G16,0.370068247096953,repression
G48,G68,0.370047433147331,activation
G66,G54,0.369886671727399,activation
G17,G7,0.369092722267506,repression
G56,G53,0.368655276354405,repression
G41,G39,0.367043480322471,activation
G34,G15,0.366595318511834,repression
G95,G11,0.366470505654738,activation
G11,G24,0.366346336520457,activation
G32,G43,0.366344246427291,activation
G38,G68,0.365239165703921,repression
G74,G39,0.364405195294172,repression
G64,G73,0.36427432436458,activation
G66,G33,0.363849393427804,activation
G79,G52,0.363558294489809,activation
G12,G51,0.362356760360596,repression
G12,G35,0.362252506924341,activation
G34,G91,0.361982268141072,repression
G5,G48,0.358952380438762,repression
G39,G47,0.35804896616724,repression
G5,G13,0.357704155887487,activation
G51,G4,0.357239502636197,activation
G39,G55,0.356432824612816,activation
G34,G76,0.355537924446383,activation
G71,G84,0.354833781945013,activation
G12,G57,0.354641594380872,activation
G47,G82,0.353780080492276,activation
G88,G51,0.353492586089386,repression
G1,G51,0.352064706931588,activation
G74,G79,0.351333356042251,activation
G66,G12,0.351273695443143,repression
G71,G73,0.35119492261657,activation
G74,G58,0.350726040365919,repression
G66,G41,0.350487754593824,repression
G56,G62,0.350179344149136,repression
G32,G87,0.34984203561161,activation
G95,G26,0.349351231875648,activation
G100,G67,0.349066007593193,activation
G51,G11,0.348467055589483,activation
G100,G18,0.347854170331323,repression
G34,G3,0.34783736644583,repression
G72,G40,0.346898373029506,activation
G5,G4,0.346680859310146,activation
G58,G85,0.346216560340785,activation
G95,G22,0.345576032443236,repression
G5,G85,0.345330312086533,repression
G41,G81,0.345023176376287,activation
G11,G88,0.343891808801672,activation
G95,G34,0.342990397695091,activation
G1,G67,0.34275899574025,activation
G72,G39,0.342193758183288,activation
G64,G53,0.341023759671637,activation
G95,G85,0.340707108007439,repression
G100,G24,0.340450422619317,repression
G74,G100,0.33993284496596,activation
G47,G36,0.339799272088616,repression
G17,G96,0.339726816753559,activation
G100,G14,0.339565527911289,repression
G1,G1,0.339476912994252,activation
G11,G84,0.339131814571068,activation
G28,G55,0.338914211405162,activation
G39,G43,0.337649790656077,repression
G84,G16,0.337457940537497,activation
G17,G1,0.337358464543513,activation
G12,G6,0.337154905665431,activation
G49,G82,0.337138974853764,repression
G3,G69,0.336673268092955,activation
G11,G34,0.336298869144079,repression
G22,G68,0.335127102761538,activation
G1,G28,0.334522494600645,repression
G95,G94,0.334069017414259,activation
G5,G92,0.334019065569515,repression
G95,G71,0.333963392940152,activation
G3,G9,0.333459241593647,activation
G64,G49,0.333394671206153,activation
G58,G94,0.332357777014509,repression
G16,G77,0.331947280712552,repression
G72,G73,0.331808898245581,activation
G47,G1,0.331157120073884,repression
G41,G94,0.330940729915321,activation
G63,G34,0.330247252208842,activation
G11,G10,0.330113525888334,activation
G71,G62,0.329907963336106,activation
G99,G99,0.329871663830327,activation
G53,G53,0.329693839220714,activation
G99,G57,0.329371769324422,repression
G93,G69,0.329371023670916,activation
G1,G43,0.329199720982564,repression
G38,G28,0.328381805409055,repression
G1,G42,0.328243026914712,activation
G72,G23,0.327855451437834,repression
G42,G2,0.326749472287947,repression
G95,G30,0.326623465934669,repression
G100,G82,0.326190824598096,activation
G66,G23,0.325613193592243,repression
G56,G43,0.32542209943569,repression
G5,G53,0.32497777729528,activation
G66,G62,0.323913587740008,activation
G99,G41,0.323907853045457,activation
G84,G57,0.323758916788201,repression
G39,G17,0.322566539565608,repression
G5,G82,0.322194378161584,repression
G58,G52,0.321940729815481,repression
G38,G2,0.321443712121974,activation
G11,G26,0.321251792118639,activation
G47,G30,0.320930199529485,repression
G95,G74,0.320349516363692,repression
G51,G5,0.319465782904773,activation
G99,G51,0.31939789385172,repression
G85,G63,0.318678682184824,repression
G63,G52,0.318460943871659,repression
G30,G49,0.318239718555725,activation
G34,G97,0.318040074574287,repression
G56,G39,0.318032681676793,repression
G17,G37,0.317754873328267,activation
G66,G79,0.317707855032668,activation
G30,G7,0.316991580949005,repression
G85,G35,0.316460031820502,activation
G100,G52,0.315707724992473,repression
G8,G94,0.315409063382597,repression
G79,G18,0.315347516155415,repression
G93,G28,0.315178455027271,repression
G28,G86,0.315017314320549,repression
G51,G68,0.314972966472884,repression
G64,G84,0.31492824591598,activation
G85,G34,0.314683945918498,activation
G53,G28,0.314627550244972,repression
G74,G50,0.314224975666835,activation
G66,G35,0.314012312469018,repression
G68,G48,0.313736535932748,activation
G49,G46,0.313513577465544,repression
G64,G55,0.313259125878347,repression
G75,G92,0.313250927008089,repression
G11,G15,0.312472308694397,activation
G16,G40,0.311982672941316,activation
G86,G82,0.311868402169704,repression
G12,G18,0.311191658220449,repression
G22,G100,0.31086674431766,activation
G63,G12,0.310670676203777,repression
G3,G65,0.310205073071298,activation
G95,G100,0.310089545761565,activation
G53,G56,0.310037077289723,repression
G11,G43,0.3099266111219,repression
G47,G17,0.309179417742003,repression
G39,G92,0.307976709680995,repression
G84,G55,0.30762570473433,activation
G16,G14,0.307345391520199,activation
G10,G94,0.306804027186539,activation
G58,G54,0.306416862045317,repression
G66,G91,0.305964762110032,activation
G34,G53,0.305907438835052,repression
G71,G72,0.305269761946412,activation
G47,G23,0.304875525959399,repression
G38,G24,0.304838899158757,activation
G34,G43,0.304732710014372,repression
G100,G72,0.30440575640234,activation
G72,G89,0.304134675486603,repression
G10,G78,0.303178359857096,repression
G74,G11,0.303104699889179,activation
G39,G50,0.302972881778836,activation
G74,G6,0.302431607655002,repression
G34,G6,0.301994982466227,repression
G11,G54,0.301872208666779,activation
G41,G53,0.301790719636713,activation
G32,G93,0.301755250786577,repression
G60,G79,0.301414755822543,repression
G5,G86,0.301325872008014,activation
G84,G49,0.301249878442365,repression
G34,G8,0.301034029140278,repression
G8,G7,0.300686819047655,activation
G10,G84,0.300628685186151,repression
G34,G93,0.300514766814023,repression
G58,G40,0.300076473130427,repression
G99,G64,0.300029754297892,activation
G53,G90,0.299704920970367,repression
G86,G40,0.299681352937038,activation
G11,G87,0.299663171708119,repression
G5,G55,0.29963358265047,repression
G30,G81,0.299353880407372,repression
G79,G40,0.299296637524484,activation
G56,G40,0.299248540931875,activation
G84,G82,0.29892061085061,repression
G12,G76,0.298724416660025,repression
G56,G4,0.298543073680002,repression
G11,G60,0.298207093797494,repression
G100,G98,0.298163285036457,activation
G28,G7,0.298130535989072,repression
G8,G57,0.29766039929168,activation
G48,G82,0.297618658790491,repression
G10,G77,0.297223887216251,repression
G72,G53,0.296877007369764,activation
G45,G79,0.296638061623119,repression
G99,G8,0.296605584466579,activation
G67,G81,0.296310602202695,activation
G60,G76,0.295912494721356,repression
G38,G34,0.295043842821727,activation
G49,G35,0.294773647187717,activation
G22,G24,0.29435481009296,activation
G47,G26,0.29411079972166,activation
G68,G82,0.293425205389341,activation
G8,G41,0.293335956004863,repression
G39,G53,0.293054800921863,activation
G97,G50,0.293024727401788,repression
G100,G63,0.292984631596958,activation
G48,G24,0.292918270527454,activation
G71,G99,0.292880891059171,activation
G5,G60,0.292465849080382,activation
G75,G30,0.291634164020851,repression
G67,G6,0.291597630870694,activation
G32,G78,0.291521766086006,activation
G17,G75,0.290815256750786,activation
G32,G18,0.290703464367092,activation
G51,G2,0.290694452551905,repression
G86,G69,0.289933257298446,repression
G58,G74,0.289873883692382,repression
G47,G67,0.289285514490018,repression
G34,G5,0.28876239555985,activation
G99,G50,0.288454449061592,repression
G56,G28,0.28804533979047,repression
G38,G18,0.287534718308201,repression
G8,G48,0.287369578504416,activation
G66,G21,0.287246536736152,activation
G48,G59,0.287239122455435,repression
G17,G47,0.286977122961275,repression
G11,G8,0.286855223815649,repression
G85,G38,0.286811624462615,activation
G17,G92,0.286730493947258,repression
G88,G18,0.286712449060062,activation
G93,G82,0.286517315521271,activation
G64,G29,0.286486846673599,repression
G84,G71,0.28632928486115,activation
G68,G60,0.28624207168233,activation
G67,G34,0.285572354345124,activation
G58,G46,0.285559214782244,repression
G1,G38,0.285444657562228,activation
G88,G68,0.285399017304976,repression
G47,G27,0.28522042749489,repression
G67,G45,0.284959460493372,activation
G49,G94,0.28457068334419,repression
G58,G45,0.284376588230771,activation
G8,G47,0.284055579602115,activation
G63,G24,0.283352141320591,activation
G71,G65,0.283198583262172,activation
G47,G37,0.282955201070054,activation
G11,G85,0.28214978914793,activation
G95,G45,0.281809183204317,activation
G1,G39,0.281406434422327,repression
G100,G27,0.281282857572815,repression
G47,G28,0.280888087114791,repression
G44,G11,0.28064433797146,activation
G64,G99,0.280235259413757,activation
G41,G96,0.279859930407537,activation
G88,G54,0.279724281061172,activation
G74,G88,0.279612329669573,repression
G47,G56,0.279278401884024,repression
G3,G24,0.279089204801488,activation
G1,G7,0.278644584369685,repression
G8,G18,0.278045405101618,repression
G17,G95,0.276198655755402,repression
G64,G28,0.276046414907933,repression
G74,G37,0.275417951075216,repression
G11,G19,0.275199861256446,activation
G68,G38,0.275160091911865,repression
G58,G44,0.274918701045043,activation
G11,G72,0.274908291466621,activation
G97,G46,0.27475459685764,activation
G38,G39,0.274372568867786,repression
G53,G65,0.274357367057842,activation
G45,G25,0.274221993097867,repression
G38,G60,0.274025508321951,activation
G66,G24,0.273591439260068,activation
G30,G85,0.273246332840913,activation
G47,G98,0.272805400004713,activation
G75,G88,0.272643663667215,repression
G47,G62,0.272128074210702,repression
G49,G42,0.271978491213795,repression
G71,G94,0.27171447717506,activation
G30,G19,0.271681293828832,activation
G5,G35,0.271671270046872,repression
G95,G56,0.270737310632024,activation
G56,G48,0.270603511531422,activation
G12,G84,0.270596169427867,activation
G38,G95,0.270316165886282,repression
G53,G68,0.269996650255829,activation
G57,G70,0.269916414594797,activation
G1,G58,0.269230345568071,repression
G53,G94,0.268912140654637,activation
G53,G16,0.268903807284289,repression
G60,G52,0.267914389865412,activation
G45,G100,0.267646562532413,repression
G79,G33,0.26744090477794,repression
G41,G67,0.267393163794161,activation
G8,G1,0.266963521274492,repression
G67,G44,0.266871831446879,activation
