Parent - Child Weight Probability Score
G1 -> G1 0.079997 0.831329 0.197020
G3 -| G1 -0.044057 0.549361 -0.071703
G8 -> G1 0.105701 0.904130 0.283123
G9 -> G1 0.079410 0.756253 0.177914
G13 -> G1 0.131733 0.996300 0.388820
G15 -| G1 -0.103819 0.903828 -0.277987
G18 -| G1 -0.087091 0.775511 -0.200091
G19 -> G1 0.056574 0.611956 0.102566
G22 -> G1 0.104762 0.983563 0.305260
G23 -| G1 -0.090413 0.929543 -0.248980
G29 -> G1 0.124820 0.998025 0.369054
G31 -| G1 -0.082245 0.709250 -0.172812
G32 -> G1 0.089187 0.823093 0.217478
G33 -> G1 0.168710 0.999833 0.499726
G37 -> G1 0.081680 0.765060 0.185129
G38 -> G1 0.081254 0.722862 0.174006
G39 -> G1 0.090671 0.927383 0.249111
G40 -| G1 -0.046556 0.511256 -0.070514
G41 -> G1 0.091390 0.949721 0.257134
G43 -> G1 0.109884 0.892383 0.290502
G46 -> G1 0.110999 0.978788 0.321864
G47 -> G1 0.065077 0.793245 0.152931
G50 -> G1 0.099100 0.928515 0.272601
G55 -> G1 0.064011 0.548456 0.104006
G57 -> G1 0.053077 0.563430 0.088596
G60 -| G1 -0.070949 0.588508 -0.123698
G63 -| G1 -0.084205 0.917154 -0.228794
G66 -| G1 -0.058270 0.613000 -0.105820
G70 -| G1 -0.043545 0.541712 -0.069883
G73 -> G1 0.069245 0.826299 0.169508
G77 -| G1 -0.063383 0.734092 -0.137843
G83 -> G1 0.108396 0.966993 0.310527
G84 -| G1 -0.080237 0.901824 -0.214370
G87 -> G1 0.079007 0.761615 0.178266
G88 -> G1 0.063645 0.653452 0.123209
G89 -| G1 -0.075286 0.688932 -0.153659
G92 -> G1 0.157964 0.999985 0.467968
G93 -| G1 -0.087441 0.650537 -0.168520
G97 -> G1 0.075609 0.865577 0.193884
G1 -| G2 -0.072338 0.752423 -0.161248
G4 -> G2 0.071363 0.709968 0.150099
G6 -| G2 -0.162749 0.997046 -0.480725
G8 -> G2 0.256197 1.000000 0.758993
G9 -> G2 0.065622 0.619243 0.120386
G11 -> G2 0.072877 0.755705 0.163158
G12 -> G2 0.198180 0.999991 0.587112
G13 -> G2 0.078747 0.799560 0.186529
G14 -| G2 -0.227450 0.999999 -0.673831
G21 -> G2 0.060371 0.713460 0.127603
G22 -> G2 0.096172 0.958471 0.273081
G23 -> G2 0.101557 0.965430 0.290467
G26 -> G2 0.072361 0.667937 0.143188
G30 -| G2 -0.078009 0.795299 -0.183797
G31 -| G2 -0.136136 0.964531 -0.389002
G33 -> G2 0.094566 0.853269 0.239049
G34 -| G2 -0.096879 0.767862 -0.220382
G37 -| G2 -0.099995 0.883292 -0.261666
G41 -> G2 0.054923 0.583215 0.094896
G42 -> G2 0.058554 0.644714 0.111837
G48 -| G2 -0.102598 0.755157 -0.229531
G49 -> G2 0.085612 0.757191 0.192046
G52 -| G2 -0.136301 0.992452 -0.400749
G54 -| G2 -0.097602 0.952616 -0.275450
G55 -| G2 -0.076416 0.644449 -0.145895
G56 -> G2 0.047490 0.503241 0.070801
G57 -| G2 -0.140836 0.999282 -0.416932
G59 -| G2 -0.163082 0.998760 -0.482539
G64 -> G2 0.119735 0.908958 0.322425
G68 -| G2 -0.109468 0.979844 -0.317766
G69 -| G2 -0.093397 0.952186 -0.263461
G70 -| G2 -0.053364 0.657343 -0.103920
G73 -> G2 0.147287 0.999457 0.436107
G75 -> G2 0.121842 0.968414 0.349559
G77 -| G2 -0.053802 0.628476 -0.100172
G84 -> G2 0.156638 0.999750 0.463930
G87 -| G2 -0.156466 0.997481 -0.462369
G92 -| G2 -0.139304 0.999215 -0.412370
G97 -| G2 -0.060825 0.711786 -0.128262
G98 -> G2 0.199554 0.999993 0.591182
G99 -> G2 0.108148 0.975231 0.312457
G100 -> G2 0.146482 0.987990 0.428748
G4 -> G3 0.072121 0.715092 0.152787
G6 -| G3 -0.059412 0.558201 -0.098249
G11 -> G3 0.080412 0.827657 0.197168
G12 -> G3 0.050190 0.500201 0.074375
G32 -> G3 0.089889 0.830309 0.221110
G33 -> G3 0.062316 0.590210 0.108960
G34 -> G3 0.156101 0.988611 0.457188
G39 -> G3 0.061437 0.672903 0.122474
G42 -> G3 0.054063 0.588933 0.094325
G45 -> G3 0.114664 0.944524 0.320851
G47 -> G3 0.058597 0.710438 0.123329
G48 -> G3 0.148811 0.941837 0.415217
G51 -> G3 0.079644 0.839311 0.198034
G53 -> G3 0.060508 0.593415 0.106374
G56 -> G3 0.136051 0.999001 0.402652
G57 -> G3 0.089200 0.926799 0.244915
G63 -> G3 0.144503 0.999472 0.427869
G64 -> G3 0.080644 0.655274 0.156553
G65 -> G3 0.074558 0.834945 0.184423
G68 -> G3 0.072162 0.746829 0.159660
G70 -> G3 0.051994 0.629630 0.096985
G71 -> G3 0.123900 0.800724 0.293912
G72 -| G3 -0.109955 0.810316 -0.263957
G79 -> G3 0.072787 0.835173 0.180092
G81 -> G3 0.150526 0.999839 0.445866
G82 -| G3 -0.095494 0.648151 -0.183366
G84 -> G3 0.091178 0.950831 0.256838
G87 -> G3 0.067026 0.622544 0.123618
G88 -> G3 0.070825 0.703634 0.147637
G89 -| G3 -0.071792 0.625823 -0.133104
G91 -| G3 -0.055581 0.529429 -0.087176
G97 -> G3 0.116620 0.993445 0.343225
G8 -> G4 0.219657 0.999999 0.650742
G10 -| G4 -0.047145 0.548082 -0.076549
G13 -> G4 0.121482 0.987504 0.355397
G14 -| G4 -0.099051 0.888526 -0.260732
G16 -> G4 0.110912 0.835806 0.274631
G19 -> G4 0.049128 0.506125 0.073663
G21 -> G4 0.048831 0.590217 0.085383
G24 -> G4 0.073261 0.734552 0.159425
G25 -> G4 0.143211 0.989333 0.419742
G29 -> G4 0.130669 0.998639 0.386586
G31 -| G4 -0.080531 0.684043 -0.163197
G33 -> G4 0.094842 0.869828 0.244398
G41 -> G4 0.085818 0.907186 0.230643
G42 -> G4 0.072281 0.814744 0.174466
G44 -> G4 0.080549 0.601192 0.143462
G45 -> G4 0.068232 0.682188 0.137898
G47 -> G4 0.047693 0.587406 0.082996
G51 -> G4 0.127439 0.992820 0.374833
G52 -| G4 -0.101961 0.925874 -0.279672
G55 -> G4 0.095978 0.818267 0.232666
G56 -| G4 -0.062081 0.669634 -0.123157
G58 -| G4 -0.059015 0.677452 -0.118442
G65 -> G4 0.103025 0.974145 0.297325
G66 -> G4 0.073534 0.763191 0.166259
G68 -| G4 -0.094965 0.933420 -0.262605
G69 -| G4 -0.120457 0.993639 -0.354589
G72 -> G4 0.084050 0.673357 0.167666
G81 -| G4 -0.057894 0.688798 -0.118137
G83 -> G4 0.063974 0.632861 0.119943
G84 -| G4 -0.052879 0.640817 -0.100387
G88 -> G4 0.152997 0.998213 0.452448
G91 -| G4 -0.093729 0.922603 -0.256186
G92 -> G4 0.151744 0.999896 0.449500
G94 -> G4 0.095418 0.655720 0.185358
G95 -| G4 -0.078647 0.617119 -0.143786
G96 -> G4 0.077953 0.854653 0.197372
G97 -> G4 0.047675 0.544912 0.076963
G99 -> G4 0.126973 0.995801 0.374583
G2 -| G5 -0.054769 0.531388 -0.086221
G4 -> G5 0.055384 0.677995 0.111243
G10 -| G5 -0.039565 0.555879 -0.065156
G13 -| G5 -0.112017 0.997038 -0.330871
G23 -| G5 -0.108396 0.998446 -0.320630
G26 -> G5 0.100086 0.969540 0.287477
G28 -> G5 0.097443 0.995752 0.287453
G30 -> G5 0.046520 0.578995 0.079795
G34 -| G5 -0.069112 0.676017 -0.138413
G38 -> G5 0.158752 0.999992 0.470305
G43 -> G5 0.089963 0.884846 0.235829
G45 -> G5 0.089643 0.933279 0.247852
G46 -> G5 0.045861 0.587939 0.079880
G47 -> G5 0.044359 0.662074 0.087007
G49 -> G5 0.056400 0.623279 0.104142
G58 -> G5 0.064310 0.862757 0.164374
G65 -| G5 -0.065887 0.880628 -0.171892
G66 -| G5 -0.042702 0.535709 -0.067771
G76 -> G5 0.079240 0.965836 0.226733
G77 -| G5 -0.061664 0.841709 -0.153765
G79 -> G5 0.098266 0.994746 0.289588
G80 -> G5 0.131037 0.992346 0.385232
G84 -> G5 0.040769 0.608040 0.073440
G85 -> G5 0.065887 0.644731 0.125847
G89 -| G5 -0.050410 0.526895 -0.078687
G93 -| G5 -0.072015 0.646155 -0.137856
G97 -> G5 0.050310 0.712677 0.106221
G99 -> G5 0.049544 0.676923 0.099357
G4 -> G6 0.127185 0.988208 0.372347
G5 -> G6 0.141513 0.966372 0.405140
G6 -| G6 -0.054005 0.536718 -0.085871
G8 -| G6 -0.131201 0.984200 -0.382547
G10 -| G6 -0.049961 0.592625 -0.087715
G11 -> G6 0.106123 0.964788 0.303322
G12 -| G6 -0.076981 0.780813 -0.178071
G14 -> G6 0.113366 0.963269 0.323515
G22 -| G6 -0.129460 0.997577 -0.382602
G31 -> G6 0.091475 0.793836 0.215128
G37 -| G6 -0.103124 0.924284 -0.282377
G41 -| G6 -0.071798 0.810713 -0.172441
G50 -> G6 0.073841 0.767583 0.167913
G51 -> G6 0.052589 0.602074 0.093801
G52 -> G6 0.115263 0.975090 0.332964
G53 -> G6 0.143762 0.999948 0.425879
G54 -> G6 0.084077 0.912403 0.227262
G56 -> G6 0.086572 0.917716 0.235369
G58 -> G6 0.040784 0.501437 0.060586
G59 -> G6 0.088854 0.860313 0.226463
G60 -> G6 0.098596 0.788612 0.230349
G65 -> G6 0.079253 0.891100 0.209222
G66 -| G6 -0.079274 0.837255 -0.196631
G67 -> G6 0.046194 0.506132 0.069265
G69 -> G6 0.135158 0.999130 0.400063
G70 -> G6 0.048840 0.613352 0.088746
G73 -> G6 0.047158 0.588952 0.082281
G74 -> G6 0.052135 0.654306 0.101058
G75 -| G6 -0.090714 0.834303 -0.224213
G79 -| G6 -0.070109 0.828108 -0.171999
G84 -| G6 -0.053428 0.666034 -0.105422
G87 -> G6 0.140315 0.994100 0.413237
G88 -| G6 -0.159631 0.999141 -0.472506
G89 -> G6 0.062356 0.559727 0.103400
G90 -> G6 0.123446 0.954169 0.348954
G92 -> G6 0.053506 0.602095 0.095440
G93 -> G6 0.075108 0.589904 0.131260
G96 -> G6 0.097069 0.970808 0.279177
G100 -| G6 -0.130993 0.976310 -0.378879
G3 -> G7 0.051444 0.755787 0.115186
G9 -> G7 0.059905 0.690489 0.122541
G13 -> G7 0.060534 0.781393 0.140131
G15 -| G7 -0.053534 0.629366 -0.099816
G21 -| G7 -0.047847 0.690500 -0.097878
G22 -> G7 0.047919 0.675963 0.095961
G26 -> G7 0.068749 0.784010 0.159680
G27 -| G7 -0.102162 0.960612 -0.290739
G47 -| G7 -0.047066 0.695192 -0.096934
G50 -> G7 0.042453 0.536417 0.067464
G52 -| G7 -0.075501 0.887835 -0.198587
G56 -> G7 0.052904 0.720762 0.112965
G60 -| G7 -0.062874 0.623806 -0.116193
G63 -| G7 -0.059953 0.838886 -0.148997
G65 -> G7 0.082048 0.974476 0.236866
G67 -> G7 0.038925 0.511686 0.059007
G69 -| G7 -0.060997 0.847812 -0.153205
G70 -> G7 0.105513 0.997756 0.311885
G72 -| G7 -0.079166 0.752137 -0.176400
G74 -| G7 -0.044535 0.651631 -0.085975
G81 -> G7 0.077960 0.965638 0.223024
G84 -> G7 0.059994 0.855270 0.152011
G85 -| G7 -0.058257 0.570047 -0.098384
G87 -| G7 -0.089405 0.942965 -0.249760
G89 -> G7 0.075999 0.851027 0.191609
G92 -> G7 0.057013 0.781926 0.132069
G96 -> G7 0.059964 0.822815 0.146170
G99 -> G7 0.065756 0.869588 0.169401
G1 -> G8 0.104364 0.929066 0.287252
G3 -> G8 0.067456 0.759998 0.151879
G4 -> G8 0.123392 0.967370 0.353626
G5 -> G8 0.092293 0.729028 0.199332
G7 -| G8 -0.084806 0.651263 -0.163625
G8 -> G8 0.157434 0.995883 0.464484
G11 -> G8 0.115145 0.960277 0.327573
G12 -> G8 0.130833 0.987603 0.382793
G13 -> G8 0.066503 0.657134 0.129468
G14 -| G8 -0.152180 0.995120 -0.448641
G17 -> G8 0.053800 0.544900 0.086850
G18 -> G8 0.094941 0.805804 0.226645
G20 -| G8 -0.055507 0.508164 -0.083564
G22 -| G8 -0.050348 0.566627 -0.084518
G24 -| G8 -0.122340 0.985048 -0.357017
G25 -> G8 0.054050 0.509024 0.081507
G26 -> G8 0.056180 0.501413 0.083453
