Parent - Child Weight Probability Score
G1 -> G1 0.145493 0.967905 0.435027
G14 -| G1 -0.088579 0.608778 -0.166584
G15 -> G1 0.130281 0.877513 0.353165
G19 -> G1 0.127409 0.943058 0.371176
G20 -> G1 0.098290 0.643913 0.195513
G22 -> G1 0.110255 0.891085 0.303501
G23 -> G1 0.078757 0.636616 0.154885
G24 -> G1 0.075829 0.530462 0.124259
G27 -> G1 0.124034 0.836558 0.320539
G28 -| G1 -0.086281 0.634824 -0.169203
G31 -| G1 -0.170001 0.977550 -0.513373
G32 -> G1 0.117500 0.829011 0.300913
G33 -> G1 0.104640 0.741337 0.239638
G34 -> G1 0.130588 0.796275 0.321225
G35 -> G1 0.092609 0.509502 0.145761
G37 -> G1 0.188028 0.999368 0.580483
G40 -| G1 -0.092927 0.704734 -0.202307
G41 -| G1 -0.075550 0.572512 -0.133616
G44 -| G1 -0.156108 0.876662 -0.422765
G50 -> G1 0.084831 0.610730 0.160046
G51 -> G1 0.137251 0.962695 0.408174
G58 -| G1 -0.089540 0.707614 -0.195729
G59 -| G1 -0.125668 0.878628 -0.341091
G60 -| G1 -0.091382 0.545220 -0.153912
G65 -> G1 0.075631 0.604386 0.141207
G66 -| G1 -0.102957 0.788114 -0.250661
G67 -> G1 0.072984 0.545619 0.123016
G68 -| G1 -0.106919 0.807754 -0.266793
G73 -> G1 0.067896 0.546359 0.114594
G74 -> G1 0.091820 0.764139 0.216746
G79 -> G1 0.066766 0.535742 0.110497
G80 -| G1 -0.085703 0.529114 -0.140084
G87 -> G1 0.163873 0.986263 0.499277
G89 -| G1 -0.137608 0.939189 -0.399246
G91 -> G1 0.086412 0.634671 0.169420
G92 -> G1 0.133235 0.981116 0.403815
G96 -> G1 0.070559 0.527684 0.115019
G6 -| G2 -0.102759 0.654388 -0.207730
G8 -> G2 0.231053 0.999902 0.713692
G10 -| G2 -0.121717 0.876964 -0.329744
G11 -> G2 0.090921 0.636109 0.178664
G12 -> G2 0.128982 0.893286 0.355929
G13 -| G2 -0.120062 0.848839 -0.314826
G14 -| G2 -0.219918 0.999613 -0.679101
G16 -| G2 -0.129608 0.749333 -0.300019
G18 -| G2 -0.095199 0.586244 -0.172406
G19 -| G2 -0.083263 0.584784 -0.150414
G21 -| G2 -0.091443 0.708077 -0.200019
G23 -> G2 0.138135 0.962337 0.410651
G25 -| G2 -0.093255 0.593388 -0.170943
G26 -> G2 0.101491 0.653101 0.204762
G33 -> G2 0.147674 0.937618 0.427732
G35 -> G2 0.126894 0.678144 0.265830
G39 -> G2 0.088248 0.627404 0.171040
G46 -> G2 0.190720 0.998585 0.588332
G52 -| G2 -0.127086 0.880892 -0.345831
G57 -| G2 -0.096917 0.729950 -0.218542
G59 -| G2 -0.083675 0.554924 -0.143440
G60 -| G2 -0.095042 0.543898 -0.159688
G63 -> G2 0.107807 0.832400 0.277217
G65 -> G2 0.090224 0.679953 0.189516
G66 -| G2 -0.083593 0.578456 -0.149377
G68 -| G2 -0.123012 0.896996 -0.340863
G73 -| G2 -0.149212 0.985155 -0.454098
G80 -| G2 -0.090841 0.540112 -0.151567
G81 -> G2 0.086268 0.665088 0.177244
G84 -> G2 0.077293 0.555586 0.132659
G87 -| G2 -0.121480 0.824046 -0.309242
G90 -> G2 0.125883 0.768111 0.298698
G93 -> G2 0.141526 0.780268 0.341132
G94 -| G2 -0.100424 0.531263 -0.164813
G96 -> G2 0.096982 0.728072 0.218127
G98 -> G2 0.156887 0.951254 0.461025
G99 -> G2 0.083364 0.605847 0.156022
G1 -> G3 0.101134 0.752222 0.235010
G5 -> G3 0.155231 0.924255 0.443212
G7 -> G3 0.112558 0.669483 0.232787
G8 -> G3 0.097622 0.630589 0.190168
G9 -> G3 0.104881 0.734792 0.238070
G10 -> G3 0.112242 0.852458 0.295576
G11 -| G3 -0.080962 0.582965 -0.145802
G18 -| G3 -0.093342 0.600940 -0.173281
G21 -> G3 0.150801 0.989356 0.460893
G31 -> G3 0.081078 0.500497 0.125356
G42 -> G3 0.128757 0.969726 0.385712
G45 -> G3 0.084608 0.580940 0.151840
G46 -> G3 0.106183 0.806331 0.264491
G47 -> G3 0.124609 0.953642 0.367095
G49 -> G3 0.112079 0.732576 0.253641
G53 -> G3 0.149302 0.989072 0.456180
G56 -> G3 0.088111 0.696734 0.189644
G60 -> G3 0.173899 0.960782 0.516135
G66 -> G3 0.080624 0.580651 0.144617
G67 -> G3 0.093465 0.748600 0.216143
G69 -| G3 -0.203823 0.999809 -0.629524
G72 -> G3 0.169897 0.934980 0.490714
G73 -> G3 0.121757 0.948863 0.356893
G74 -> G3 0.137105 0.975065 0.412981
G77 -| G3 -0.135098 0.963934 -0.402289
G78 -> G3 0.149035 0.852424 0.392452
G79 -> G3 0.189246 0.999614 0.584388
G87 -> G3 0.109865 0.770425 0.261477
G88 -> G3 0.162251 0.987556 0.494983
G89 -| G3 -0.098081 0.663668 -0.201084
G96 -> G3 0.081059 0.626051 0.156767
G97 -> G3 0.145428 0.987789 0.443767
G98 -> G3 0.195287 0.998613 0.602438
G100 -| G3 -0.087839 0.567737 -0.154055
G3 -| G4 -0.077956 0.662228 -0.159477
G4 -> G4 0.164786 0.992631 0.505302
G7 -> G4 0.111106 0.691596 0.237374
G8 -> G4 0.130688 0.903688 0.364835
