Parent - Child Weight Probability Score
G7 -> G1 0.231606 0.989994 0.732482
G12 -> G1 0.125398 0.595698 0.238633
G15 -> G1 0.174658 0.872289 0.486702
G19 -| G1 -0.135708 0.615629 -0.266894
G36 -| G1 -0.153620 0.673536 -0.330541
G40 -> G1 0.155204 0.753491 0.373592
G46 -| G1 -0.218202 0.981631 -0.684262
G49 -> G1 0.135661 0.669093 0.289973
G52 -> G1 0.214313 0.959066 0.656617
G54 -| G1 -0.226805 0.989430 -0.716891
G60 -| G1 -0.179398 0.828745 -0.474956
G68 -> G1 0.142028 0.677976 0.307612
G73 -> G1 0.140795 0.665065 0.299134
G75 -| G1 -0.188111 0.852166 -0.512100
G77 -> G1 0.137352 0.509730 0.223661
G78 -> G1 0.270297 0.998477 0.862173
G80 -| G1 -0.188688 0.958943 -0.578032
G91 -> G1 0.128861 0.638947 0.263027
G93 -> G1 0.186510 0.937841 0.558786
G94 -| G1 -0.147871 0.776224 -0.366679
G96 -| G1 -0.117641 0.550932 -0.207048
G100 -> G1 0.180270 0.935649 0.538831
G9 -> G2 0.165492 0.860511 0.454933
G11 -> G2 0.128131 0.591269 0.242022
G30 -| G2 -0.127557 0.637735 -0.259873
G32 -> G2 0.204109 0.990124 0.645604
G33 -> G2 0.121964 0.573739 0.223543
G44 -| G2 -0.195595 0.980841 -0.612875
G52 -| G2 -0.224546 0.985745 -0.707108
G53 -| G2 -0.148040 0.628823 -0.297388
G54 -> G2 0.123545 0.567097 0.223819
G55 -> G2 0.128917 0.570470 0.234941
G62 -| G2 -0.153804 0.807870 -0.396940
G66 -> G2 0.174254 0.936372 0.521251
G72 -> G2 0.160386 0.795653 0.407666
G74 -> G2 0.139105 0.569174 0.252932
G78 -| G2 -0.146994 0.674212 -0.316600
G84 -> G2 0.155029 0.798228 0.395325
G86 -| G2 -0.180074 0.948113 -0.545414
G89 -| G2 -0.197405 0.953915 -0.601567
G91 -> G2 0.106113 0.507079 0.171894
G96 -> G2 0.134922 0.737748 0.317986
G97 -> G2 0.124930 0.638094 0.254663
G100 -> G2 0.225684 0.997183 0.718938
G1 -| G3 -0.118513 0.510843 -0.193405
G5 -> G3 0.145795 0.683792 0.318480
G8 -> G3 0.170654 0.766124 0.417667
G10 -| G3 -0.160932 0.719860 -0.370089
G11 -> G3 0.140513 0.679029 0.304804
G13 -> G3 0.121911 0.534676 0.208233
G18 -| G3 -0.125096 0.630894 -0.252124
G22 -> G3 0.150723 0.743383 0.357938
G27 -| G3 -0.216296 0.980180 -0.677282
G29 -| G3 -0.183855 0.921332 -0.541137
G34 -> G3 0.129245 0.651323 0.268920
G36 -> G3 0.143186 0.639454 0.292499
G39 -> G3 0.127641 0.577797 0.235602
G56 -> G3 0.151251 0.719787 0.347790
G58 -| G3 -0.221851 0.972950 -0.689553
