gene,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,150,150,150,150,150,150,150,150,150,150,200,200,200,200,200,200,200,200,200,200,250,250,250,250,250,250,250,250,250,250,300,300,300,300,300,300,300,300,300,300,350,350,350,350,350,350,350,350,350,350,400,400,400,400,400,400,400,400,400,400,450,450,450,450,450,450,450,450,450,450,500,500,500,500,500,500,500,500,500,500,550,550,550,550,550,550,550,550,550,550,600,600,600,600,600,600,600,600,600,600,650,650,650,650,650,650,650,650,650,650,700,700,700,700,700,700,700,700,700,700,750,750,750,750,750,750,750,750,750,750,800,800,800,800,800,800,800,800,800,800,850,850,850,850,850,850,850,850,850,850,900,900,900,900,900,900,900,900,900,900,950,950,950,950,950,950,950,950,950,950,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
G1,0.339356373,0.295287938,0.449070835,0.471416076,0.506284984,0.401597096,0.571046512,0.409315953,0.524476909,0.414408971,0.521102002,0.448179396,0.368668883,0.374995748,0.547455783,0.378775053,0.538021978,0.408698964,0.216821107,0.381862116,0.311814102,0.347701045,0.341396363,0.558078471,0.28576662,0.247216531,0.43873114,0.642088754,0.465647551,0.395436634,0.213122627,0.296745614,0.524373847,0.515773029,0.515580251,0.291460966,0.418774207,0.452454956,0.482362597,0.50187972,0.540515072,0.51968304,0.488454965,0.513083991,0.419596339,0.094478178,0.460336374,0.370425682,0.396516558,0.561075593,0.424990349,0.424148226,0.612695037,0.329307607,0.484322366,0.246044547,0.651037771,0.687132172,0.406888888,0.556026593,0.592117402,0.394769067,1.033562384,0.462364726,0.337647166,0.393279857,0.536767026,0.816532319,0.60350141,0.395000565,0.722489652,0.576242428,0.921579016,0.716640776,0.476037777,0.308091819,0.501942112,0.688637955,0.313242209,0.598393787,0.905622752,0.616710535,0.967185197,0.402566452,0.478751871,0.471443657,0.487604903,0.531493581,0.464620517,0.624978923,0.792805926,0.642935967,0.943669254,0.603288102,0.664302337,0.389894265,0.730083748,0.729679674,0.60435944,0.40268446,0.521167769,0.689512517,0.924062592,0.611139886,0.589559722,0.336979716,0.784501814,0.711444324,0.529601422,0.302433834,0.910127286,0.525867023,0.674595544,0.432052798,0.666037553,0.775269676,0.742602044,0.3518483,0.764105205,0.723461942,0.756118948,0.675321193,0.602793176,0.694673996,0.836969989,0.543434288,0.902930012,0.443171715,0.407341302,0.603416077,0.913353571,0.842659755,0.92929515,0.447890767,0.885996527,0.829582156,0.64248134,0.585426029,0.639791541,0.570580383,0.875915513,0.464578051,0.577587386,0.562057311,0.649005316,0.470107883,0.687096391,0.62037975,0.71097701,0.548889809,0.501167251,0.654644564,0.677842353,0.594690325,0.636813858,0.539148175,0.643987709,0.676371977,0.641812271,0.677373242,0.597324596,0.665783204,0.717490993,0.607459732,0.517436029,0.667579736,0.649737176,0.542360346,0.90449405,0.575205024,0.607491003,0.618405072,0.717319598,0.756410798,0.573099914,0.475413969,0.663295939,0.281688941,0.622404384,0.402957049,0.426020032,0.416551787,0.74647002,0.58260385,0.531291742,0.400713835,0.667517021,0.46846832,0.537987021,0.464961233,0.247635643,0.688290011,0.537474508,0.698419297,0.35278598,0.408956736,0.615001234,0.602743431,0.547950386,0.496167496,0.418596776,0.542461585,0.519063545,0.61411123,0.491870853,0.452406847,0.771529602,0.510529625,0.528917745,0.681167078
G2,-0.020217603,0.100800126,0.115708487,0.029618245,-0.158247152,-0.103048051,0.191486668,-0.118403412,-0.102557465,0.014385437,0.629172787,0.409926466,0.139791503,-0.076577125,0.003576966,0.279571867,0.137808961,-0.103320424,-0.094590205,0.065953181,0.805188022,0.552919111,0.048447071,0.04052838,0.032340486,0.327823224,-0.033034838,0.024077814,-0.054539287,0.064549541,0.610588388,0.712776012,-0.008321548,-0.000383505,0.083786182,0.290149741,0.154638508,-0.084456778,-0.015492445,0.003205605,0.642096352,0.816265094,0.143210836,0.076643703,0.019776765,0.282090583,0.046500585,-0.052286679,0.261877293,-0.020919239,0.773387638,0.52179574,-0.009404911,0.002770352,-0.028760004,0.204111628,-0.003937674,-0.01239839,-0.140489273,0.129065509,0.544458154,0.681261129,-0.019133361,0.042359949,-0.018540524,0.513982961,-0.034035049,0.025160759,-0.120529501,-0.011269669,0.588718438,0.602492376,-0.066678152,0.131715661,-0.076040771,0.299980736,0.200431773,0.009203479,-0.030286606,0.030954435,0.680193865,0.411996243,-0.053986028,0.025337464,-0.009566357,0.345448383,-0.121052635,0.022560819,-0.18161364,0.009804495,0.811349606,0.763329859,-0.226130196,-0.111038027,0.005963164,0.510407793,-0.122968898,0.015695969,-0.273927704,0.012566252,0.525926961,0.799994851,0.005055189,0.033031905,0.058177993,0.401869411,-0.055591942,-0.206863669,-0.156633051,0.113241016,0.331187573,0.069433111,0.20240812,-0.003325701,0.063424563,0.001990733,-0.007890767,0.145595737,-0.116343029,0.050927889,-0.045878166,0.09320549,0.097975933,-0.089145126,0.116662821,0.143481133,-0.129837994,-0.032116572,-0.055939803,-0.212834637,-0.037991235,-0.003402683,0.022440162,-0.058399954,-0.069960855,0.092033546,-0.266033244,0.05238273,0.004629096,0.060455491,-0.093558295,0.08161679,-0.116257439,-0.002794987,0.072235991,0.063081704,-0.044084669,0.131861846,0.016752584,0.000614026,0.171955368,0.022779001,0.101188913,-0.182366124,-0.039725576,0.009532559,-0.041373044,-0.074728998,0.154263024,-0.145589159,-0.001039075,0.286662704,0.074128581,-0.15872037,0.011253647,-0.004438526,0.073215513,-0.1549791,-0.180928074,-0.064110783,-0.180159695,-0.012758627,0.164170954,-0.070653875,-0.124302838,0.088241772,0.026826996,0.090734483,0.04200382,-0.037217616,0.058095896,0.003728023,0.032185512,-0.136718034,-0.109731049,0.100649978,0.228339287,-0.263276391,0.147842415,-0.031108621,0.055152853,0.003401527,0.081613235,0.274108824,0.010909012,-0.069044008,-0.061412002,0.098100703,-0.019898328,-0.066761493,-0.07299793,-0.175762928,0.124348951,-0.033739419,-0.052034443,0.051501919,0.013132924,-0.093276452,0.175308182,0.158026532
G3,0.819217651,0.724213759,0.827102585,0.917448606,0.427819811,1.009613672,0.764202815,0.703910274,0.698781926,0.700044301,0.800802938,0.869711865,0.734233789,0.987821499,0.916525388,0.696966401,0.712002825,0.851279404,0.940830794,0.906398613,0.752361458,0.84327284,0.904769941,0.934842598,0.592443373,0.992742516,0.768249919,0.734307991,0.998829895,0.683109075,0.767587175,0.923310495,0.78494017,0.669478441,0.613261195,0.856551006,0.679079782,0.944117383,0.744426324,0.975077423,0.585663969,0.633674883,0.86405204,0.954421458,0.754985827,0.630720205,0.947286637,0.897473403,0.902120975,0.831699124,0.918315661,0.7613724,0.827217869,0.861241429,0.783836689,1.038432612,0.783896862,0.833340213,0.759260871,0.984737489,1.087861916,0.588308127,0.618982628,0.963079491,0.489264212,0.875194083,0.804817511,0.837895708,0.864682097,0.848019624,0.809400904,0.926916316,0.949868097,0.593993877,0.572457085,0.942134638,1.040711788,0.85655691,0.699365742,0.817803859,0.735299135,0.926304691,0.796874483,0.788356953,0.813653175,0.72158865,0.892741352,0.712127177,0.739994801,0.567523849,0.898628638,0.849192539,0.749819125,0.990277868,0.673725071,0.789916182,0.98493806,0.748176405,0.928941025,0.955860338,0.677077378,0.988187464,0.786998478,0.800291267,0.827398006,0.711686898,0.898801937,0.693342331,0.966129067,0.831973622,0.844854673,0.895326143,0.849838756,1.16950045,0.782724554,0.82003919,0.803450543,0.840921484,0.945318082,0.688600639,0.925348159,0.904131026,0.72128725,0.679501536,0.866244441,0.643465365,1.018986809,0.719280836,0.923326914,0.882534739,0.789801071,0.664376653,0.825693376,0.732349155,0.587824212,0.869300744,0.667417583,0.753571782,0.933092084,0.945114839,0.864481637,0.769290486,0.727578987,0.62030463,1.046628339,0.651247047,0.765517396,0.828996968,0.830392108,0.89733234,0.843997882,1.069646576,0.611439431,0.853607014,0.863246911,0.915335093,0.690270698,0.763312268,0.96903768,0.83454309,0.991199242,0.715878339,0.863898054,0.779639972,0.915194153,0.925194268,0.793049097,1.130172961,0.930865469,0.999232935,0.761199085,0.745074471,0.454139966,0.805507852,0.960440556,0.746100045,0.713066916,1.011395222,0.904939996,0.880956162,0.857448706,0.537033678,0.978666705,0.768637446,0.852397278,0.672354182,0.987844979,0.857535127,1.014676003,1.085015663,0.893273334,0.71759564,0.703919789,0.831220131,0.964425468,0.811861573,0.850559525,0.676925029,0.518433475,0.87772388,0.751665783,0.628996672,0.762762838,0.835696955,0.704150608,0.731839061,0.6668628,1.118412198,0.742114553,0.702524674
G4,0.375415173,0.327061529,0.205090046,0.152359842,0.184599789,0.440720579,0.218574101,0.306198097,0.573480828,0.327169604,0.692220497,0.62757732,0.655552252,0.200453238,0.301352375,0.290982236,0.485829326,0.336534628,0.406334655,0.383298969,0.908161259,0.405629718,0.560190004,0.603294037,0.332110684,0.232255052,0.618168544,0.356246481,0.460305675,0.075459241,0.816283766,0.336470909,0.811154931,0.286002188,0.363773435,0.121998613,0.59884212,0.537984798,0.330802424,0.244149441,0.706095945,0.44332162,0.876095152,0.301136388,0.52299262,0.160120009,0.602808567,0.369021682,0.520800367,0.310019846,0.805767325,0.316191722,0.794033115,0.32264105,0.243895545,0.107484314,0.58936546,0.362174778,0.116039446,0.224505034,0.831163001,0.422719393,0.644831382,0.373529035,0.519421485,0.068391751,0.498016143,0.26983481,0.240720249,0.259928964,0.765296477,0.605647346,0.912127816,0.272877092,0.170540738,0.172896275,0.704426915,0.229628097,0.237043104,0.496766813,0.793469054,0.536381206,0.83768627,0.482681429,0.293606743,0.306040565,0.443569911,0.269791549,0.513412784,0.459553136,0.950960925,0.328102291,0.764729313,0.394843341,0.357638277,0.282272236,0.941060787,0.442919595,0.531985509,0.529563477,0.693306829,0.334563636,0.692084341,0.359530092,0.398587005,0.253352098,0.589030003,0.603116932,0.440005384,0.445555699,0.64378362,0.434708524,0.75211401,0.555285931,0.443726173,0.326788996,0.703193204,0.504786479,0.647064178,0.411593222,0.448468092,0.306731083,0.807482068,0.477439313,0.682495955,0.327090539,0.653519009,0.389522208,0.269248418,0.504186099,0.391066976,0.610354459,0.690019238,0.218652198,0.567016295,0.378894027,0.497917052,0.47867494,0.721994249,0.501227874,0.566076055,0.412758076,0.614805356,0.598743119,0.458443213,0.50954787,0.679409831,0.499431216,0.685931948,0.36862631,0.627236602,0.641792485,0.645355135,0.356195462,0.656715312,0.50604194,0.44291842,0.699693058,0.524114023,0.435345519,0.403648611,0.6425608,0.602121345,0.511145474,0.589346427,0.225650474,0.551221651,0.427231633,0.421896371,0.40169133,0.478757744,0.507086297,0.683197543,0.4396858,0.408812529,0.437663249,0.701712946,0.297428426,0.598175008,0.311379447,0.696127326,0.483506486,0.573861082,0.326089028,0.314102836,0.474891642,0.672719071,0.581914652,0.517130336,0.476652697,0.313359903,0.597103383,0.430881486,0.389171576,0.320092305,0.566723065,0.384737253,0.493565515,0.711415741,0.568223165,0.264043045,0.623883626,0.619757141,0.514526062,0.346585978,0.523251007,0.528555994,0.328897955,0.522014038,0.190194078
G5,0.246465219,0.250363531,0.198394975,0.255925489,-0.000170011,0.242911175,0.384336884,0.322626053,0.115856978,0.179792585,0.230017936,0.14772029,0.214234176,0.363892045,0.10445148,0.277535763,-0.052489811,0.378022624,0.180277294,0.162751265,0.242447343,0.179027254,0.245220339,0.42669496,0.121060891,0.522083878,-0.071689058,0.606378078,0.106256336,0.175416629,0.179885305,0.269736839,0.224799401,0.347255052,0.029222543,0.244617757,-0.039364051,0.546115455,0.284181363,0.415934141,0.245835595,0.245317196,0.105015328,0.492123138,-0.056481773,0.303151572,0.203472955,0.658185584,0.14846409,0.36864407,0.34087187,0.222202996,0.209439735,0.226989511,0.219884522,0.392095036,0.058795157,0.530249027,0.370487567,0.20146729,0.355598282,0.309385324,0.121617963,0.335553367,0.019303451,0.342453753,0.054205666,0.741003668,0.139199372,0.229211982,0.180141844,0.070355288,0.120688302,0.206811614,0.056212906,0.256388143,-0.08708321,0.644243339,0.139634093,0.264478485,0.277307087,0.24649278,0.236492307,0.484960729,0.087121733,0.145777386,-0.098424603,0.59230456,0.144519009,0.20545182,0.146644134,0.152721083,0.234407232,0.231828087,0.101623875,0.316742539,0.056825418,0.635535488,0.140626633,0.235305745,0.353084655,0.17096503,0.031639627,0.405907966,0.093287168,0.274395952,0.128495159,0.398359169,0.019539149,0.151203471,0.077674725,0.146162094,0.114074511,0.308776456,0.184409807,0.416579,0.237304423,0.368967457,0.382378787,0.086562525,0.175967233,0.177832276,0.105399268,0.053378679,0.084616223,0.149007712,0.150821167,0.340222,0.397247681,0.259487705,0.365130893,0.234623937,0.206643615,0.226724721,0.170805753,0.152095224,0.09340856,0.452018154,0.148434634,0.250261363,0.298502194,0.228107827,0.265347886,0.232682967,0.158208485,0.238094553,0.080156752,0.345182632,0.326211884,0.161602901,0.046138151,0.16018951,-0.019834365,0.163184502,0.169879875,0.161292941,0.130000245,0.371113284,0.245669991,0.146694123,0.036044236,0.161228595,0.17055483,0.087165282,0.205771231,0.033201031,0.167023769,0.24984816,0.394662135,0.309319072,0.239667519,0.160154729,0.394634135,0.358798388,0.221202055,0.271455867,0.298812097,0.357781762,0.393364522,0.214546879,0.115868032,0.122543411,0.410899898,0.217229584,0.125894711,0.083947973,0.15074595,0.192007345,0.163901339,0.168710532,0.245613302,0.181444291,0.235139158,0.117486489,0.107373922,0.205966984,0.160676935,0.168631871,0.313181361,0.094229236,0.111318585,0.095179341,0.267861729,0.246210261,0.368294505,0.20479254,0.141177364,0.246537946,0.38537486,0.235141112
G6,0.51667965,0.565184928,0.621752792,0.627875223,0.537208484,0.560542707,0.363430199,0.498685856,0.545449304,0.635961115,0.23783376,0.56762662,0.267059911,0.781877513,0.55025681,0.434313593,0.213265329,0.410642531,0.662964325,0.280640995,0.054708347,0.750036983,0.105430759,0.553638304,0.501186582,0.330095436,0.239478219,0.21605549,0.510539324,0.399374666,0.018826437,0.501082192,0.283605204,0.576139348,0.380561607,0.182087022,0.31002214,0.123733311,0.757467133,0.265682926,-0.077915534,0.529471874,0.182047861,0.490803122,0.396692758,0.158488041,0.215395267,0.098968988,0.500197624,0.313530259,0.136266857,0.466492222,0.127155715,0.517912178,0.501894342,0.101543802,0.111403774,0.239749512,0.51349634,0.163554275,-0.017875737,0.619350157,0.203992507,0.397760388,0.367240278,0.135187052,0.188139307,0.275060565,0.499684617,0.013520923,-0.017452605,0.316254259,0.108138382,0.31611736,0.364124765,0.140241908,0.104609432,0.142600995,0.626751064,0.262817911,0.086700944,0.374312909,0.214601449,0.56188956,0.424040894,0.127548617,0.119240258,0.13670456,0.676327648,0.060932636,-0.202985509,0.580811774,0.118628427,0.522937607,0.453196714,-0.070184342,0.095964688,0.298719245,0.556275973,0.214029155,-0.04584699,0.434129022,-0.015278642,0.624509369,0.382973709,0.094992309,0.178545975,0.2198764,0.361945283,0.169047925,0.287393873,0.334180685,0.090113402,0.442789716,0.500321688,0.2715366,0.299175857,0.477307593,0.35667282,0.099777467,0.151739447,0.521080453,0.07680467,0.309450814,0.617857993,0.42554489,0.275495209,0.365284619,0.199610498,0.463916809,0.323668474,0.25173079,0.218388376,0.602359844,0.404401847,0.562177482,0.376967685,0.430607732,0.292258316,0.471384638,0.217867806,0.435496702,0.284179278,0.520993992,0.508817683,0.464801786,0.36956254,0.325817219,0.492888022,0.25173107,0.231020209,0.470723434,0.39136833,0.36858507,0.401915615,0.335367931,0.460613178,0.405020816,0.491080492,0.541144388,0.377447425,0.306435097,0.283173291,0.475402014,0.326378912,0.447295897,0.362531278,0.525142884,0.319392994,0.545293468,0.622083918,0.26380433,0.417410874,0.61315316,0.606643554,0.504459636,0.388376746,0.346636899,0.481938097,0.463281092,0.591880874,0.364169272,0.168666262,0.329804974,0.38357495,0.464124012,0.681201168,0.213191523,0.294441598,0.457361162,0.363087654,0.394235706,0.077642235,0.464109638,0.393032374,0.39750101,0.330141067,0.461772401,0.317890362,0.488937701,0.560059692,0.542755259,0.5699441,0.331397563,0.654355982,0.529358356,0.308908358,0.508733199,0.441470254,0.520023285
G7,0.393255029,0.203246362,0.253907568,0.136848997,0.085816139,0.109406493,0.208424688,0.107359813,0.092064092,0.182436218,0.353596171,0.193018042,0.247125898,0.190821383,0.258894477,0.139527562,0.318048203,0.110987264,0.105663037,0.097031943,0.175336632,0.0899198,-0.011900054,0.230057349,0.35666926,0.323664395,0.279261495,0.029717305,-0.026524695,0.273328239,0.137489547,0.082301939,-0.014622089,0.304779476,0.11713858,0.185756656,0.215949386,0.060585989,0.053668969,0.075730309,0.205148323,0.103839923,0.24220329,-0.008830427,0.136085944,0.08743771,0.224685098,-0.007050979,0.034617758,0.140688034,0.176556213,0.251961305,0.277224189,0.117060864,0.305825308,0.188381601,0.236367953,0.283507755,-0.162661484,0.095121434,0.210101453,0.342286972,0.267129193,0.161194633,0.225115324,0.108247481,0.291379382,0.099517846,0.026428142,0.201815253,0.200454767,0.148004697,0.235897242,0.184197796,0.354621018,0.104775028,0.153290106,0.122633539,0.104083063,-0.058709986,0.360006706,0.235449603,0.400056086,0.151576717,0.315046845,0.32072278,0.132813112,0.019447416,0.050369113,0.215181815,0.181481363,0.162999538,-0.088070708,0.2437582,0.06366693,0.167292038,0.342493714,-0.063481953,0.138881917,0.126922589,0.03633074,0.199298449,0.071323033,0.024645395,0.087597128,0.19636179,0.165072916,0.044128816,0.017397788,0.04255849,0.358748884,0.387208835,0.05823445,0.278505972,0.128436359,0.218701797,0.345241699,0.277432886,-0.043339171,0.02869744,0.287073886,0.204366624,0.243108843,0.31432965,0.094516276,0.325220018,0.021170396,0.319354377,0.094736142,0.338634253,0.26476924,0.113187267,0.10415658,0.011890446,0.436082631,0.181961957,0.263931875,0.119043876,0.130413607,0.362563781,0.181382156,0.365067771,0.08549284,0.1672585,0.251482148,0.199827184,0.154270056,0.243567571,0.167009813,0.202510241,0.057534172,0.145959471,0.133554987,0.053254607,0.279112291,0.29448594,-0.032177239,0.082756768,-0.006217657,0.300531828,-0.076833251,0.189197692,0.190221085,0.198567955,0.131078128,0.153939117,0.210423259,0.300002088,0.355626233,0.450877267,0.209205969,0.150008686,0.103702286,0.244990322,0.29041894,0.293378048,0.205540274,-0.11466254,0.057527317,0.290471507,0.229050963,0.179122756,0.207873645,0.377653371,0.133239841,0.338825128,0.058239396,0.145703045,0.151225329,0.168911257,0.256859716,0.24678118,0.167583399,0.175404033,0.205570393,0.191806239,-0.003577752,0.071852947,0.141110426,0.160169973,0.207242299,0.126248751,0.198740848,0.142848328,0.272074624,0.032879681,0.234104382,0.167018933,0.123551483,0.113746294
G8,0.291745581,0.426415482,0.23234216,0.274556858,0.249906852,0.342036595,0.307386732,0.235916503,0.30583199,0.350382118,0.377025049,0.717387956,0.16917992,0.265335359,0.323051941,0.296202544,-0.007160052,0.411878013,0.455503333,0.760532735,0.413848446,0.897938019,0.325307772,0.143459337,0.253501774,0.222258357,0.315134208,0.290611855,0.262602423,0.567624253,0.334478295,0.914817595,0.340869968,0.26061622,0.359043797,0.496362903,0.127785726,0.321396585,0.439312578,0.66122218,0.574230195,0.79117186,0.266372748,0.45092049,0.306391578,0.444718641,0.124029932,0.234752202,0.481042511,0.843185411,0.501443807,0.578020813,0.021814594,0.100309971,0.201695232,0.336380233,0.161334889,0.122847465,0.316933571,0.895378145,0.465460904,0.674631361,0.187542371,0.500824323,0.171634462,0.382976989,0.153650948,0.047471061,0.347588122,0.782342783,0.32934736,0.749336874,0.195211801,0.24956391,0.419290925,0.384567629,0.034908997,0.184909506,0.307740834,0.73120636,0.336091861,0.843115085,0.14876368,0.364099929,0.259366936,0.333379424,0.095629516,0.083466117,0.097195193,0.744008506,0.522182464,0.814979462,-0.143366236,0.329456412,0.382653953,0.543656755,0.128509123,0.337231957,0.246348484,0.957148431,0.591930817,0.776203218,0.012971572,0.232295983,0.243806026,0.387368826,0.231675883,-0.004170109,0.119910214,0.977114742,0.275160917,0.134496412,0.089872753,0.282668571,0.214408037,0.325855871,-0.164461917,0.423239184,0.203936854,0.454142287,0.365980538,0.356119869,0.037430852,0.070841263,0.19122839,0.458575108,0.086927118,0.19777741,0.114223804,0.125716151,0.167029643,0.196349718,-0.06843164,0.125580868,0.185953691,0.135805376,0.272060241,0.15428714,0.131025165,0.294549719,-0.102907376,0.034019002,0.015052321,0.127410173,0.153725586,0.327909357,0.19371235,0.214720726,0.211626791,0.061997466,0.065229686,0.197636667,-0.038727146,0.182609791,0.108301816,0.22231297,-0.052018345,0.228260226,0.118889401,0.151394858,0.038525772,0.283110409,0.323300164,0.044344013,0.348267565,0.164658942,0.04802796,0.194007676,0.294101623,0.250144571,0.100409647,0.15415929,0.319156878,0.084082741,0.505322637,0.403623131,0.302357269,0.299324972,0.183016127,0.440887061,0.241896681,0.211472839,0.146940858,0.236652318,0.204417537,0.088796376,0.118741832,0.1854001,0.026558499,0.35606516,0.054794308,0.065325298,0.184326432,0.169058075,0.125611022,0.447337941,0.13488184,0.253064176,0.082894912,0.103774276,0.39856022,0.07395976,0.012410554,0.176694776,0.271206049,0.183231665,0.193673655,0.186933126,0.264958729,0.273825099
G9,0.385577258,0.244657797,0.60165708,0.319331909,0.294602989,0.399308273,0.470138399,0.32925866,0.240055643,0.376835749,0.581382926,0.269469206,0.267117279,0.338409038,0.380016532,0.524750024,0.53457138,0.396745429,0.317625436,0.289601102,0.588795969,0.12155773,0.26405516,0.33715777,0.521340682,0.468615017,0.321364996,0.272900276,0.195914538,0.365482822,0.231245697,-0.027749036,0.262600617,-0.032878092,0.670383891,0.583324767,0.398129386,0.429404157,0.180471846,0.423798755,0.343146499,-0.025828601,0.155382458,-0.013520165,0.537045641,0.250333398,0.518406898,0.597136341,0.133687963,0.44827966,0.3924038,0.063210506,0.076358506,0.197823412,0.820748409,0.51247332,0.425615233,0.278159817,0.056081285,0.300497829,0.353680264,0.391179066,0.232476655,0.191577583,0.497183463,0.479443949,0.388869193,0.60686341,0.02338198,0.547165558,0.372156195,0.114463013,0.203197534,0.167196655,0.770368427,0.546844099,0.458617685,0.336076179,0.226735842,0.422922868,0.402113669,0.186051986,0.072069669,-0.036182654,1.008420516,0.342197952,0.413224304,0.570844,0.160710376,0.297344324,0.358233733,-0.025724459,0.067961581,0.199532129,0.970951278,0.372205335,0.530798715,0.512765381,0.035056052,0.359955779,0.284966689,0.186014642,0.263706069,0.13570053,0.716404895,0.533411514,0.529246624,0.546523729,-0.017409304,0.473806552,0.330474465,0.197460168,0.350642133,0.288851055,0.805291305,0.46426804,0.724487234,0.780287971,0.527873176,0.221229753,0.488276668,0.645927702,0.512355385,0.518931494,0.475267942,0.339657607,0.788237411,0.67595516,0.558237677,0.561232365,0.131835665,0.321065595,0.49997709,0.473811257,0.580895747,0.207597838,0.754034139,0.655874625,0.402859952,0.490753141,0.371845499,0.33272583,0.479117197,0.424033681,0.525653029,0.583149984,0.38688387,0.473561623,0.510242362,0.444461826,0.553583443,0.45590611,0.31697722,0.310252374,0.410883337,0.209732936,0.517412312,0.415483774,0.744386823,0.43126042,0.402531707,0.488079407,0.255939194,0.661982873,0.403514415,0.439391115,0.458993319,0.502351194,0.416081441,0.400024097,0.403137383,0.551680016,0.448376093,0.192412579,0.423797324,0.608036599,0.365661482,0.479190791,0.403226667,0.394098343,0.303175953,0.430266337,0.510893761,0.524104014,0.5639919,0.464335869,0.439731354,0.495404802,0.52619837,0.393463242,0.150675346,0.322482692,0.579835897,0.299266251,0.246053306,0.507781125,0.516838117,0.278637859,0.261364592,0.411215164,0.199350897,0.525544411,0.338219902,0.358811321,0.479316313,0.3482818,0.35874248,0.467154054,0.392596437,0.505373461
