Parent - Child Weight Probability Score
G5 -> G1 0.151460 0.925579 0.443564
G8 -> G1 0.112274 0.786587 0.279430
G13 -| G1 -0.122755 0.793853 -0.308336
G15 -> G1 0.086591 0.507995 0.139179
G18 -> G1 0.097528 0.602375 0.185884
G19 -| G1 -0.186940 0.997620 -0.590083
G20 -| G1 -0.121732 0.879294 -0.338675
G22 -| G1 -0.093871 0.637046 -0.189211
G23 -| G1 -0.115183 0.858218 -0.312774
G29 -> G1 0.153984 0.912611 0.444639
G31 -> G1 0.083041 0.515212 0.135371
G32 -> G1 0.121482 0.831914 0.319768
G33 -> G1 0.113941 0.874076 0.315118
G39 -> G1 0.120695 0.905678 0.345867
G43 -| G1 -0.073504 0.534398 -0.124286
G55 -> G1 0.127178 0.930683 0.374506
G58 -> G1 0.166134 0.921067 0.484166
G59 -> G1 0.181546 0.910178 0.522826
G60 -> G1 0.140193 0.969043 0.429847
G61 -> G1 0.130756 0.757745 0.313493
G64 -> G1 0.087351 0.589214 0.162849
G66 -| G1 -0.202231 0.999777 -0.639728
G67 -| G1 -0.140640 0.842877 -0.375074
G70 -| G1 -0.092344 0.519093 -0.151671
G72 -| G1 -0.090945 0.611009 -0.175820
G73 -> G1 0.146019 0.907545 0.419298
G77 -> G1 0.074670 0.518036 0.122392
G80 -| G1 -0.103999 0.729646 -0.240097
G81 -> G1 0.077620 0.502825 0.123491
G82 -| G1 -0.110705 0.731051 -0.256071
G84 -> G1 0.175403 0.971999 0.539444
G88 -> G1 0.139426 0.961166 0.424020
G96 -> G1 0.109653 0.804709 0.279194
G97 -> G1 0.105938 0.769317 0.257872
G98 -> G1 0.144830 0.975892 0.447204
G1 -> G2 0.120871 0.854387 0.326755
G2 -> G2 0.081698 0.517580 0.133792
G3 -| G2 -0.114596 0.898852 -0.325913
G4 -> G2 0.133692 0.926788 0.392041
G6 -> G2 0.116547 0.918551 0.338726
G7 -> G2 0.131519 0.937912 0.390298
G8 -> G2 0.094405 0.697158 0.208244
G11 -> G2 0.140188 0.940542 0.417191
G20 -> G2 0.156755 0.985108 0.488597
G23 -| G2 -0.104471 0.800841 -0.264720
G26 -> G2 0.113896 0.901852 0.325003
G28 -> G2 0.103965 0.807363 0.265584
G31 -> G2 0.146616 0.964311 0.447345
G37 -> G2 0.074253 0.583518 0.137092
G41 -| G2 -0.077401 0.603555 -0.147812
G46 -> G2 0.085931 0.715816 0.194625
G50 -| G2 -0.106328 0.824376 -0.277344
G53 -> G2 0.179699 0.996805 0.566763
G55 -| G2 -0.072426 0.554930 -0.127168
G58 -| G2 -0.107881 0.642911 -0.219453
G61 -> G2 0.089622 0.526225 0.149222
G63 -| G2 -0.114063 0.768876 -0.277489
G64 -> G2 0.079175 0.575723 0.144227
G65 -| G2 -0.095286 0.600218 -0.180959
G68 -| G2 -0.118442 0.687902 -0.257797
G69 -> G2 0.104369 0.684797 0.226140
G75 -| G2 -0.134845 0.920763 -0.392852
G78 -> G2 0.153276 0.983254 0.476852
G80 -> G2 0.099459 0.709354 0.223229
G81 -> G2 0.099445 0.753998 0.237246
G88 -| G2 -0.127992 0.954422 -0.386516
G91 -> G2 0.202341 0.999965 0.640196
G92 -> G2 0.066890 0.509583 0.107851
