Parent - Child Weight Probability Score
G3 -| G1 -0.126023 0.669191 -0.285363
G4 -| G1 -0.141628 0.836270 -0.400768
G5 -| G1 -0.138488 0.829795 -0.388849
G6 -| G1 -0.088688 0.573567 -0.172126
G12 -> G1 0.145095 0.953174 0.467973
G15 -> G1 0.227009 0.999798 0.767984
G16 -> G1 0.124844 0.892637 0.377086
G20 -> G1 0.158831 0.978381 0.525825
G21 -| G1 -0.244915 0.999867 -0.828617
G33 -> G1 0.097227 0.613245 0.201753
G37 -| G1 -0.089011 0.560067 -0.168686
G38 -> G1 0.144693 0.958999 0.469529
G40 -| G1 -0.087438 0.534648 -0.158184
G44 -> G1 0.119073 0.828634 0.333867
G45 -| G1 -0.090453 0.567926 -0.173824
G49 -> G1 0.078461 0.533342 0.141598
G50 -| G1 -0.164359 0.942664 -0.524261
G51 -> G1 0.099586 0.715173 0.240994
G52 -> G1 0.155081 0.879331 0.461433
G53 -| G1 -0.230401 0.996470 -0.776863
G56 -| G1 -0.112991 0.639212 -0.244391
G61 -> G1 0.109038 0.615861 0.227225
G65 -| G1 -0.106139 0.551365 -0.198021
G67 -| G1 -0.124991 0.759252 -0.321116
G68 -> G1 0.136227 0.884558 0.407743
G71 -| G1 -0.090286 0.509446 -0.155638
G76 -> G1 0.107083 0.764940 0.277170
G83 -> G1 0.169402 0.932795 0.534690
G90 -| G1 -0.171599 0.947361 -0.550081
G92 -> G1 0.162346 0.986236 0.541776
G94 -> G1 0.123990 0.874787 0.367018
G100 -> G1 0.105898 0.759995 0.272329
G4 -> G2 0.155733 0.991403 0.522431
G10 -> G2 0.103026 0.686302 0.239255
G12 -| G2 -0.115657 0.945541 -0.370039
G16 -> G2 0.145915 0.995774 0.491652
G21 -> G2 0.144490 0.967910 0.473227
G25 -> G2 0.090718 0.653647 0.200646
G29 -> G2 0.073936 0.536910 0.134324
G31 -| G2 -0.105188 0.765324 -0.272400
G33 -> G2 0.084228 0.673475 0.191945
G36 -> G2 0.114592 0.826108 0.320323
G39 -> G2 0.081227 0.604532 0.166157
G41 -| G2 -0.111362 0.833284 -0.313999
G42 -| G2 -0.105569 0.887952 -0.317194
G43 -| G2 -0.073690 0.572268 -0.142695
G44 -| G2 -0.118572 0.952595 -0.382198
G47 -| G2 -0.084453 0.630510 -0.180180
G53 -> G2 0.099780 0.675158 0.227952
G54 -> G2 0.097794 0.785284 0.259858
G55 -> G2 0.153660 0.989060 0.514258
G60 -> G2 0.103888 0.714014 0.250997
G63 -| G2 -0.099087 0.853803 -0.286267
G64 -> G2 0.085811 0.711849 0.206695
G65 -> G2 0.140378 0.897088 0.426119
G66 -> G2 0.130818 0.983205 0.435218
G67 -> G2 0.119673 0.889371 0.360143
G68 -> G2 0.104950 0.869014 0.308607
G69 -> G2 0.077457 0.569362 0.149227
G72 -| G2 -0.107000 0.796446 -0.288362
G79 -| G2 -0.095522 0.658985 -0.212998
G80 -| G2 -0.080299 0.715924 -0.194525
G82 -| G2 -0.092081 0.714721 -0.222691
G83 -| G2 -0.112112 0.798537 -0.302930
G84 -> G2 0.094950 0.726634 0.233458
G87 -> G2 0.109769 0.796432 0.295817
G89 -| G2 -0.109401 0.858251 -0.317712
G94 -| G2 -0.066625 0.538426 -0.121383
G96 -> G2 0.089857 0.820768 0.249558
G97 -> G2 0.117317 0.957826 0.380227
G98 -| G2 -0.100986 0.629562 -0.215127
G1 -| G3 -0.128134 0.948914 -0.411423
G2 -> G3 0.117519 0.776599 0.308818
G4 -> G3 0.106208 0.783198 0.281466
G7 -| G3 -0.072592 0.537461 -0.132017
G13 -> G3 0.100199 0.761659 0.258238
G19 -> G3 0.091695 0.702698 0.218026
G20 -| G3 -0.092476 0.824794 -0.258090
G21 -> G3 0.105514 0.755027 0.269569
G22 -> G3 0.083867 0.634299 0.180003
G24 -> G3 0.083696 0.619236 0.175371
G28 -> G3 0.102247 0.723286 0.250241
G30 -> G3 0.113189 0.913778 0.349980
G31 -| G3 -0.073690 0.515360 -0.128504
G33 -| G3 -0.123830 0.947526 -0.397023
G35 -| G3 -0.078836 0.723571 -0.193021
G37 -> G3 0.104938 0.826566 0.293498
G40 -| G3 -0.078248 0.627113 -0.166042
G43 -> G3 0.069801 0.521961 0.123282
G44 -| G3 -0.066515 0.561192 -0.126307
G45 -| G3 -0.092332 0.786732 -0.245797
G49 -| G3 -0.077647 0.717777 -0.188586
G51 -| G3 -0.121549 0.974534 -0.400816
G54 -> G3 0.153930 0.989382 0.515329
G57 -| G3 -0.110580 0.834816 -0.312368
G60 -> G3 0.084836 0.549608 0.157771
G61 -| G3 -0.093164 0.675377 -0.212908
G62 -> G3 0.087889 0.688461 0.204744
G63 -| G3 -0.104161 0.894031 -0.315104
G65 -| G3 -0.094893 0.624641 -0.200569
G70 -> G3 0.092838 0.695213 0.218395
G72 -> G3 0.100212 0.731173 0.247934
G73 -> G3 0.132605 0.961006 0.431203
G77 -| G3 -0.118865 0.733693 -0.295097
G80 -> G3 0.192395 0.999963 0.650991
G83 -| G3 -0.117633 0.832136 -0.331223
G85 -| G3 -0.083613 0.767369 -0.217108
G89 -> G3 0.106740 0.831879 0.300459
G90 -> G3 0.092785 0.638022 0.200314
G91 -> G3 0.105668 0.902098 0.322548
G95 -> G3 0.181940 0.999415 0.615276
G96 -> G3 0.121059 0.968861 0.396876
G97 -> G3 0.088866 0.769434 0.231369
G100 -| G3 -0.189789 0.999965 -0.642173
G1 -| G4 -0.153954 0.903492 -0.470664
G2 -> G4 0.218253 0.978468 0.722611
G3 -> G4 0.118467 0.601692 0.241196
G4 -> G4 0.224041 0.997850 0.756466
G5 -> G4 0.122814 0.718265 0.298489
G6 -> G4 0.141116 0.892546 0.426190
G8 -> G4 0.192838 0.933206 0.608928
G12 -| G4 -0.094800 0.638748 -0.204896
G15 -| G4 -0.136252 0.861354 -0.397121
G16 -> G4 0.146715 0.952879 0.473052
G18 -| G4 -0.087473 0.543635 -0.160908
G19 -> G4 0.097713 0.569244 0.188213
G21 -> G4 0.103216 0.533729 0.186408
G24 -> G4 0.225938 0.998453 0.763332
G30 -> G4 0.091655 0.570412 0.176905
G32 -| G4 -0.083281 0.536541 -0.151198
G33 -| G4 -0.102141 0.626719 -0.216605
G34 -> G4 0.089029 0.547810 0.165029
G35 -| G4 -0.085795 0.567528 -0.164758
G36 -> G4 0.143516 0.803128 0.390015
G38 -| G4 -0.117011 0.823594 -0.326088
G39 -| G4 -0.128321 0.768037 -0.333484
G42 -| G4 -0.096110 0.626357 -0.203699
G43 -| G4 -0.112651 0.700910 -0.267174
G44 -| G4 -0.095009 0.619301 -0.199097
G49 -> G4 0.081380 0.533708 0.146966
G50 -> G4 0.133143 0.792567 0.357068
G51 -| G4 -0.182906 0.993011 -0.614580
G53 -> G4 0.148118 0.792145 0.397016
G56 -> G4 0.124596 0.700907 0.295503
G59 -> G4 0.258592 0.999384 0.874470
G63 -| G4 -0.132518 0.880330 -0.394744
G67 -> G4 0.155307 0.892211 0.468873
G68 -| G4 -0.094799 0.590788 -0.189510
G69 -> G4 0.124435 0.741064 0.312028
G72 -| G4 -0.129828 0.748788 -0.328946
G81 -> G4 0.133727 0.702994 0.318103
G83 -| G4 -0.122498 0.646730 -0.268070
G84 -| G4 -0.103442 0.573948 -0.200893
G88 -> G4 0.163653 0.925020 0.512237
G89 -| G4 -0.113268 0.698613 -0.267758
G90 -> G4 0.118088 0.636567 0.254359
G91 -> G4 0.136021 0.921351 0.424060
G94 -| G4 -0.274355 1.000000 -0.928344
G96 -> G4 0.093591 0.620258 0.196429
G99 -> G4 0.105651 0.699638 0.250118
G100 -> G4 0.158182 0.970434 0.519422
G2 -| G5 -0.115137 0.706428 -0.275219
G3 -> G5 0.148330 0.893793 0.448605
G4 -> G5 0.150739 0.955443 0.487335
G9 -> G5 0.104115 0.720581 0.253860
G11 -| G5 -0.079613 0.586700 -0.158051
G15 -| G5 -0.081638 0.608341 -0.168049
G16 -> G5 0.082343 0.628602 0.175146
G17 -> G5 0.093442 0.535394 0.169282
G20 -| G5 -0.097089 0.816781 -0.268333
G21 -> G5 0.189225 0.997196 0.638494
G30 -> G5 0.178990 0.997715 0.604273
G33 -| G5 -0.071257 0.518725 -0.125072
G35 -| G5 -0.140440 0.986956 -0.469012
G36 -> G5 0.095551 0.601496 0.194475
G37 -| G5 -0.175263 0.993505 -0.589192
G38 -> G5 0.073678 0.523607 0.130539
G40 -| G5 -0.087104 0.656122 -0.193383
G42 -| G5 -0.080796 0.643863 -0.176027
G49 -> G5 0.103262 0.819206 0.286241
G52 -> G5 0.096410 0.617632 0.201488
G54 -> G5 0.186459 0.996768 0.628889
G55 -> G5 0.114306 0.784578 0.303459
G56 -> G5 0.146719 0.921011 0.457244
G58 -> G5 0.090949 0.515036 0.158501
G60 -| G5 -0.101714 0.629319 -0.216595
G61 -| G5 -0.153073 0.956327 -0.495338
G64 -> G5 0.079829 0.548040 0.148037
G68 -| G5 -0.094231 0.745814 -0.237805
G69 -> G5 0.080664 0.515304 0.140650
G70 -> G5 0.121323 0.834907 0.342750
G72 -| G5 -0.152959 0.953751 -0.493635
G79 -| G5 -0.176713 0.974398 -0.582643
G83 -| G5 -0.145432 0.923204 -0.454311
G84 -> G5 0.108389 0.746198 0.273675
G86 -> G5 0.102821 0.812643 0.282735
G89 -> G5 0.078549 0.532282 0.141475
G90 -> G5 0.103406 0.657509 0.230061
G94 -| G5 -0.077269 0.625862 -0.163638
G95 -> G5 0.096156 0.647000 0.210512
G97 -> G5 0.106388 0.832840 0.299814
G2 -> G6 0.154782 0.905897 0.474457
G3 -| G6 -0.096559 0.569129 -0.185951
G7 -| G6 -0.090299 0.609323 -0.186177
G11 -| G6 -0.117120 0.826249 -0.327446
G13 -> G6 0.107052 0.749327 0.271433
G15 -| G6 -0.116626 0.852163 -0.336290
G16 -> G6 0.115702 0.917664 0.359269
G17 -> G6 0.145766 0.840543 0.414583
G24 -> G6 0.148757 0.960447 0.483447
G25 -> G6 0.173811 0.987526 0.580795
G28 -> G6 0.089054 0.550956 0.166022
