Parent - Child Weight Probability Score
G1 -> G1 0.134881 0.683419 0.225225
G2 -> G1 0.136027 0.674963 0.224328
G5 -> G1 0.222913 0.998065 0.543590
G8 -> G1 0.118285 0.586853 0.169605
G24 -| G1 -0.179125 0.971825 -0.425326
G28 -> G1 0.193152 0.986869 0.465732
G31 -> G1 0.119361 0.564889 0.164741
G33 -> G1 0.135352 0.824383 0.272628
G35 -> G1 0.150984 0.745213 0.274910
G48 -> G1 0.155370 0.806463 0.306147
G53 -> G1 0.182088 0.952212 0.423635
G56 -> G1 0.107923 0.543650 0.143355
G57 -| G1 -0.115287 0.516966 -0.145620
G66 -| G1 -0.147844 0.827355 -0.298865
G69 -| G1 -0.168246 0.897865 -0.369091
G72 -| G1 -0.179007 0.915920 -0.400594
G73 -| G1 -0.115167 0.502166 -0.141304
G77 -> G1 0.232030 0.999277 0.566509
G83 -> G1 0.159443 0.934383 0.364005
G85 -| G1 -0.145207 0.812305 -0.288193
G98 -| G1 -0.151222 0.895011 -0.330690
G1 -| G2 -0.127591 0.583900 -0.182027
G4 -| G2 -0.216131 0.984796 -0.520045
G6 -| G2 -0.123619 0.652197 -0.196990
G7 -| G2 -0.138386 0.706855 -0.239002
G11 -> G2 0.144381 0.706614 0.249271
G14 -> G2 0.173994 0.917097 0.389877
G15 -> G2 0.154588 0.761382 0.287578
G17 -> G2 0.115480 0.553258 0.156103
G19 -| G2 -0.141528 0.707055 -0.244496
G26 -> G2 0.125744 0.665311 0.204404
G27 -> G2 0.180961 0.909883 0.402297
G32 -> G2 0.134914 0.658631 0.217109
G46 -> G2 0.154438 0.891796 0.336511
G50 -> G2 0.111016 0.504016 0.136712
G56 -> G2 0.173259 0.949627 0.401999
G62 -> G2 0.178181 0.862129 0.375329
G66 -> G2 0.164088 0.887342 0.355750
G68 -| G2 -0.127154 0.505305 -0.156986
G72 -> G2 0.155188 0.757868 0.287362
G75 -> G2 0.130616 0.637669 0.203502
G76 -> G2 0.164955 0.804033 0.324053
G77 -| G2 -0.141899 0.803359 -0.278526
G79 -| G2 -0.144831 0.669963 -0.237077
G80 -| G2 -0.197279 0.969877 -0.467492
G86 -> G2 0.111289 0.504524 0.137187
G88 -| G2 -0.109894 0.528236 -0.141834
G99 -> G2 0.149322 0.655419 0.239123
G2 -> G3 0.164685 0.773990 0.311435
G3 -> G3 0.160226 0.850760 0.333056
G4 -> G3 0.176430 0.858034 0.369876
G7 -> G3 0.144415 0.719150 0.253752
G9 -> G3 0.167281 0.909607 0.371773
G10 -> G3 0.141281 0.572662 0.197678
G17 -> G3 0.122642 0.574151 0.172045
