SourceGENES,TargetGENES,Interaction,Edges
G73,G58,1,activation
G53,G84,0.880543081542272,activation
G32,G92,0.874696454401478,repression
G64,G28,0.824760582073872,activation
G72,G100,0.796844037736595,activation
G72,G66,0.781045388805194,repression
G12,G58,0.750849173107957,repression
G1,G58,0.748653935035415,activation
G36,G6,0.739735592449238,repression
G20,G30,0.736494554495345,activation
G64,G34,0.732032461806957,activation
G36,G93,0.730810889074702,repression
G98,G84,0.72478546378513,repression
G24,G93,0.719217909024334,activation
G53,G100,0.712636612853081,repression
G90,G40,0.711796632343388,activation
G32,G33,0.709324628679,activation
G51,G93,0.707073034026083,repression
G36,G21,0.691503638304945,activation
G73,G100,0.691379195860147,activation
G20,G75,0.691123009411253,repression
G90,G7,0.690779652525764,activation
G97,G66,0.679783580077442,activation
G73,G84,0.679781286907896,activation
G1,G93,0.679468257062396,repression
G73,G9,0.679058912590561,repression
G98,G34,0.678120361627616,repression
G64,G94,0.671956807653873,activation
G49,G84,0.662974309597639,repression
G47,G58,0.661679613518923,activation
G47,G9,0.660996024971599,activation
G32,G98,0.660785543997197,repression
G9,G84,0.658712813867928,activation
G90,G100,0.646325307972343,activation
G91,G61,0.639737401782963,repression
G12,G84,0.636840286513205,activation
G4,G16,0.634579941004939,repression
G1,G21,0.634053520217134,activation
G20,G85,0.633482439494827,activation
G63,G86,0.632538528372848,activation
G72,G6,0.629431175846979,repression
G39,G84,0.62793204078437,repression
G72,G81,0.626003207588159,repression
G32,G15,0.625060035132931,activation
G51,G84,0.622086449009294,activation
G32,G31,0.605663684872117,repression
G32,G11,0.595137942700724,repression
G63,G88,0.586618124596641,repression
G22,G48,0.586258261405991,repression
G67,G75,0.583529833220463,repression
G91,G85,0.58262290808825,repression
G91,G54,0.575380716052219,repression
G32,G16,0.569542961768161,activation
G78,G30,0.568737628487601,activation
G90,G14,0.56634779409112,activation
G86,G99,0.565897668526,repression
G47,G94,0.563885390599231,activation
G36,G84,0.561358291796621,repression
G32,G54,0.560924806490038,activation
G94,G44,0.556367852255087,activation
G17,G99,0.552057080035416,repression
G63,G30,0.544565800118059,repression
G78,G88,0.54436432493304,activation
G99,G84,0.541142815114301,activation
G67,G1,0.540231210010638,repression
G36,G88,0.536249871527572,activation
G61,G57,0.533937760925985,repression
G12,G16,0.530430839036295,activation
G51,G21,0.528518681495571,repression
G36,G35,0.527777427067832,activation
G20,G20,0.52554989706323,activation
G1,G7,0.523498002592141,activation
G80,G84,0.521272153725217,repression
G4,G94,0.516871517252449,repression
G11,G84,0.51364654432661,activation
G36,G7,0.513173885007977,repression
G73,G97,0.511053044958252,repression
G11,G88,0.508017820648779,repression
G4,G84,0.505564573847563,repression
G97,G35,0.505500005318609,repression
G39,G93,0.5051073610154,repression
G64,G88,0.496743375144188,activation
G97,G56,0.496409223465642,activation
G64,G30,0.494950423118641,activation
G64,G11,0.49427301630493,repression
G67,G2,0.493758886352417,repression
G64,G13,0.492712848394007,activation
G99,G81,0.491061166249755,activation
G64,G78,0.490256986611827,repression
G11,G78,0.488536273291507,activation
G91,G26,0.487673174607941,repression
G98,G94,0.486876320965689,repression
G49,G62,0.48687261832927,repression
G5,G30,0.486283265565664,activation
G12,G94,0.483736809770188,activation
G86,G100,0.480854108629031,activation
G91,G79,0.479684889782203,activation
G32,G95,0.47962187862757,repression
G47,G56,0.47899102511707,repression
G1,G97,0.47663403526687,activation
G67,G93,0.476403488088837,repression
G5,G54,0.475265887565446,activation
G78,G54,0.474937234780344,repression
G20,G74,0.471854189154919,repression
G44,G82,0.471405234187002,activation
G47,G21,0.470963077014647,repression
G90,G6,0.470281318655442,repression
G20,G19,0.469804722176032,repression
G44,G100,0.467219810831805,repression
G53,G58,0.466495774474378,activation
G12,G52,0.465434165907405,activation
G11,G3,0.465371903421416,repression
G44,G53,0.464691933194869,repression
G72,G56,0.462778645638445,activation
G32,G12,0.462502321790689,activation
G44,G39,0.462491767768573,repression
G86,G54,0.461253592551041,repression
G86,G49,0.459645997098908,activation
G63,G54,0.458153590676897,activation
G91,G76,0.457190163613891,repression
G61,G26,0.457124358857333,repression
G72,G25,0.456442596532664,repression
G47,G84,0.455994311159331,activation
G51,G94,0.455354004679357,activation
G73,G51,0.455221618218136,repression
G45,G28,0.454599607929162,repression
G91,G15,0.454076377832534,activation
G64,G21,0.452589065964982,activation
G47,G66,0.452436023047929,activation
G22,G16,0.452381414857294,repression
G49,G100,0.452100271869635,activation
G11,G5,0.451230399877604,activation
G48,G9,0.450551993889737,repression
G73,G49,0.450450191801454,activation
G97,G6,0.450232531945736,activation
G45,G5,0.450040229057987,repression
G20,G23,0.447333643616734,activation
G47,G25,0.446329627237976,activation
G94,G21,0.444334267886225,activation
G32,G43,0.444245681995288,activation
G94,G88,0.443879549772488,activation
G61,G70,0.442305709472397,repression
G63,G24,0.442024076182365,repression
G47,G35,0.44098929479257,activation
G94,G5,0.440684354013852,repression
G63,G17,0.440370787667398,activation
G73,G65,0.439380567728415,activation
G72,G7,0.438811178723844,activation
G61,G18,0.437946099691217,repression
G61,G8,0.437708121412043,repression
G4,G13,0.437687464766901,activation
G73,G7,0.436585233564377,repression
G51,G28,0.43576980577569,activation
G78,G10,0.435410476326212,repression
G32,G87,0.433646923672504,repression
G61,G90,0.4332437174654,repression
G44,G87,0.433034861833569,activation
G86,G79,0.432602250377692,repression
G39,G4,0.430652178429935,activation
G5,G86,0.430170652620748,activation
G78,G21,0.429915454218344,activation
G2,G97,0.428932557558494,activation
G9,G14,0.428877573699683,repression
G49,G66,0.42860426479012,repression
G72,G52,0.427970749883785,repression
G45,G16,0.427165629708885,activation
G53,G80,0.427145454603982,activation
G2,G26,0.426297567779313,repression
G9,G58,0.42500050026481,repression
G47,G93,0.424872527202614,activation
G44,G99,0.42301356240695,repression
G63,G5,0.422756547568843,repression
G63,G39,0.421222335319287,repression
G61,G96,0.420824429406502,activation
G39,G26,0.420318599142736,activation
G63,G48,0.419500572892314,activation
G12,G82,0.419493847460804,activation
G17,G21,0.41948019530774,activation
G36,G83,0.418942350610514,repression
G97,G51,0.417742307087418,activation
G24,G75,0.417122786630494,repression
G64,G86,0.41619854610137,repression
G11,G94,0.415811156248605,activation
G24,G85,0.414077229578161,activation
G78,G34,0.413275422337773,repression
G11,G34,0.412763914644961,activation
G82,G24,0.412138497893752,repression
G44,G11,0.410999002988679,activation
G87,G84,0.410977094854608,activation
G73,G35,0.408372137145829,activation
G12,G66,0.407285372573434,repression
G36,G46,0.406031061283705,repression
G48,G28,0.405482458876804,repression
G1,G9,0.405409545354919,activation
G9,G46,0.402648955123466,repression
G44,G80,0.401897611809657,repression
G51,G88,0.401588894653433,activation
G72,G93,0.401209062274456,activation
G53,G52,0.400336826663569,repression
G48,G94,0.400041715793566,repression
G4,G74,0.399660344489318,repression
G99,G100,0.398430350668005,activation
G32,G52,0.397888600699971,activation
G73,G25,0.397227750880269,activation
G63,G79,0.397000174242418,activation
G91,G60,0.396435738243417,repression
G49,G51,0.395166312352983,activation
G47,G46,0.394348854896987,activation
G45,G63,0.394147846409509,activation
G78,G79,0.39393472781134,activation
G57,G100,0.392354121658689,activation
G12,G100,0.392353676769442,activation
G39,G18,0.392151652418021,repression
G4,G28,0.391683490992568,activation
G12,G45,0.391147246187015,activation
G4,G100,0.391042680498777,activation
G78,G81,0.390694589120915,activation
G11,G99,0.390683343311933,repression
G94,G17,0.390560216315972,repression
G2,G15,0.389207249212026,repression
G61,G53,0.388865433554207,repression
G57,G84,0.387088759779963,activation
G72,G50,0.386462284083569,repression
G67,G42,0.385099959949239,activation
G90,G84,0.384141125935154,activation
G51,G46,0.384136068508234,repression
G12,G49,0.383825813540804,repression
G22,G88,0.383027580414972,activation
G72,G46,0.382208274808396,activation
G82,G23,0.382050522374648,activation
G12,G99,0.381712485066431,repression
G49,G38,0.381000978528868,repression
G98,G52,0.380813376525586,repression
G36,G56,0.380235351770021,activation
G58,G33,0.380164698120011,repression
G11,G32,0.380010244414814,repression
G51,G56,0.379272142626291,repression
G63,G70,0.379140336026742,activation
G32,G55,0.378811051341761,activation
G5,G88,0.378690193425301,repression
G74,G48,0.378464659420858,activation
G49,G14,0.377150398004483,repression
G91,G39,0.377118275025662,activation
G97,G48,0.376868299418034,activation
G95,G66,0.376839573882608,repression
G97,G93,0.376823564450429,repression
G32,G34,0.376459930691076,repression
G17,G79,0.37633312233043,repression
G67,G48,0.375999124197566,activation
G12,G63,0.374297807535677,activation
G58,G35,0.373010042489979,repression
G48,G21,0.372750600918562,repression
G44,G43,0.372091779323416,activation
G82,G84,0.371779444348345,activation
G74,G88,0.371770508748915,repression
G99,G43,0.371725563435801,activation
G17,G86,0.370870200015215,activation
G78,G68,0.36958492683576,repression
G67,G60,0.369479318868247,activation
G78,G99,0.36925690547623,activation
G4,G50,0.369178521202942,repression
G91,G40,0.369150087737359,repression
G5,G34,0.368632431455575,activation
G44,G10,0.3683947487669,activation
G5,G79,0.367808339776354,repression
G78,G89,0.367431033523213,repression
G64,G63,0.367320838641001,activation
G67,G38,0.367301849336388,repression
G58,G43,0.366653553189473,activation
G49,G93,0.36556505465792,activation
G11,G64,0.363452655772914,repression
G90,G35,0.363248401136415,repression
G97,G9,0.36283890929302,repression
G96,G40,0.361783529340606,repression
G94,G43,0.361642618274196,activation
G2,G62,0.361113617158163,activation
G36,G94,0.360180741214366,repression
G49,G56,0.360048312702911,activation
G36,G3,0.359672415795442,repression
G72,G21,0.359106861008736,activation
G73,G57,0.358329118676312,repression
G97,G88,0.357660823631343,activation
G78,G86,0.357618746410223,repression
G97,G46,0.357385814746233,activation
G9,G33,0.355131941424549,repression
G4,G22,0.354042008644372,activation
G63,G28,0.353992043668153,repression
G48,G86,0.353497903927079,activation
G32,G78,0.352772734138453,activation
G11,G20,0.352609946685959,repression
G20,G70,0.352306255945563,activation
G91,G62,0.351749989072802,activation
G78,G44,0.351579060582697,repression
G58,G40,0.349808727447378,activation
G47,G5,0.349541955677588,activation
G51,G35,0.349357574759342,repression
G72,G36,0.348476523093934,repression
G32,G59,0.348266647966544,repression
G67,G18,0.34817070903244,repression
G4,G85,0.348075386843407,activation
G53,G62,0.346979567647435,repression
G97,G36,0.346800676412294,repression
G45,G97,0.34634730963873,activation
G17,G10,0.346321998331567,repression
G1,G72,0.34545377240551,repression
G49,G40,0.344744642368075,activation
G51,G51,0.342109623420975,activation
G100,G84,0.342089144777113,repression
G44,G4,0.341935135530792,repression
G98,G21,0.34141795035385,repression
G86,G81,0.341060665664322,activation
G95,G22,0.341002303891487,activation
G72,G14,0.340979805291264,activation
G86,G44,0.339338719198503,activation
G99,G79,0.338812463764554,repression
G49,G65,0.338380677628441,activation
G86,G53,0.337685678197857,repression
G2,G72,0.337265119293691,repression
G22,G92,0.337015384457546,activation
G67,G31,0.33699530890974,activation
G17,G89,0.336716439216709,activation
G98,G3,0.336658663493644,repression
G4,G78,0.336633843092404,repression
G99,G10,0.336067526153078,repression
G32,G39,0.335196643825217,activation
G63,G26,0.335170950719254,repression
G86,G89,0.334994696379823,activation
G48,G84,0.334486819969197,activation
G74,G39,0.334187826987866,repression
G17,G28,0.334026472994809,activation
G9,G62,0.333359309728289,repression
G91,G2,0.333254686989336,repression
G91,G77,0.33322272734785,repression
G53,G81,0.332925322579193,activation
G47,G52,0.332840966326522,repression
G1,G57,0.332602169039285,repression
G94,G66,0.331640188376349,repression
G1,G23,0.331636090679495,activation
G64,G3,0.331424209531723,repression
G64,G17,0.331284043458138,repression
G12,G50,0.331095465814804,repression
G96,G7,0.330952913151491,activation
G63,G23,0.330770329454815,activation
G86,G21,0.330578153444889,repression
G45,G17,0.330527883266506,repression
G20,G15,0.330526893447634,repression
G99,G21,0.329516528333062,repression
G4,G60,0.329389483182145,activation
G72,G5,0.328374528750568,repression
G2,G47,0.328335123089149,repression
G36,G8,0.328282529150737,activation
G12,G51,0.328165458468258,repression
G91,G93,0.328164430147969,activation
G96,G58,0.327397437605147,repression
G63,G1,0.326352730308748,activation
G87,G100,0.325600910640673,activation
G45,G31,0.32538292387054,repression
G49,G52,0.325376670159601,activation
