SourceGENES,TargetGENES,Interaction,Edges
G51,G81,1.1284449712222,repression
G35,G42,1.04861880205777,repression
G10,G42,1,activation
G35,G38,0.982818035649485,activation
G36,G92,0.954760704557124,activation
G35,G49,0.949420167018177,activation
G78,G61,0.891861853815153,repression
G62,G52,0.881751996058539,repression
G35,G82,0.866400800820813,repression
G12,G61,0.864947863564519,activation
G62,G37,0.862871873971362,activation
G36,G43,0.860013110719395,repression
G48,G53,0.815121315901208,activation
G9,G60,0.80396848796649,activation
G35,G93,0.781909468034458,activation
G62,G59,0.781154715064331,repression
G48,G100,0.761422203969026,activation
G10,G83,0.760507125666027,activation
G1,G100,0.759067000378483,activation
G7,G68,0.751360230777139,activation
G35,G57,0.747901375655425,activation
G4,G16,0.742924084856993,activation
G4,G52,0.728048701033167,activation
G59,G17,0.722094323715273,repression
G48,G81,0.720032055626504,repression
G62,G6,0.718634640936861,activation
G10,G93,0.716537687765417,activation
G58,G82,0.714101387002797,repression
G36,G18,0.708383482679103,repression
G74,G79,0.704271955785847,activation
G18,G24,0.696815203015179,activation
G21,G60,0.688985287605028,activation
G78,G41,0.68818706878336,activation
G18,G92,0.679815075517792,activation
G35,G67,0.677909988351593,repression
G51,G74,0.6774306317714,activation
G18,G38,0.67711005719689,activation
G58,G52,0.670530593765715,activation
G35,G34,0.670523141670597,activation
G14,G76,0.670240698468052,activation
G10,G44,0.666159391234076,activation
G4,G24,0.650752708619604,activation
G61,G17,0.650251553929024,repression
G51,G59,0.648616984501274,repression
G62,G91,0.64550634987664,activation
G36,G14,0.639816820830124,repression
G90,G37,0.635688071678781,repression
G78,G81,0.631913547789213,repression
G48,G83,0.63090970692026,activation
G100,G33,0.618367718304663,activation
G78,G27,0.615824540629625,activation
G59,G89,0.612206417115751,activation
G35,G31,0.611587832725498,repression
G35,G65,0.610435252625318,repression
G35,G19,0.610243881077718,repression
G35,G75,0.609708779094516,activation
G62,G100,0.607505259644795,repression
G2,G18,0.600319665761068,repression
G35,G33,0.599815885372198,repression
G74,G60,0.598433009704248,repression
G59,G27,0.597583813935258,repression
G12,G29,0.59671062528056,activation
G14,G42,0.590810479790387,repression
G85,G27,0.590104819882705,activation
G85,G14,0.589490666000877,repression
G14,G38,0.588125187704706,repression
G27,G59,0.584568664303308,repression
G25,G27,0.583733007740927,repression
G59,G31,0.577940193660541,repression
G46,G8,0.574045519091482,activation
G67,G81,0.573522452782224,activation
G42,G76,0.570942561611401,repression
G2,G60,0.569969086877652,repression
G56,G16,0.567713939583899,repression
G83,G28,0.56764798658432,repression
G83,G15,0.567452331781581,repression
G35,G23,0.56720799219732,repression
G59,G34,0.566578263069671,activation
G12,G43,0.566001490208813,repression
G58,G100,0.564562767932728,activation
G4,G55,0.562597093967187,activation
G83,G17,0.557049686909466,activation
G59,G66,0.555737386079073,activation
G67,G93,0.553111070847784,activation
G78,G86,0.55270827468084,repression
G21,G77,0.550557796112937,activation
G72,G60,0.550289322809735,activation
G35,G48,0.549256771997114,activation
G18,G88,0.548293399895272,repression
G35,G16,0.54775046138756,activation
G51,G38,0.547289616303839,activation
G74,G67,0.546885362827374,activation
G62,G56,0.543531449074136,repression
G90,G52,0.542358928768079,activation
G81,G81,0.538795442739762,activation
G35,G88,0.538648392778577,activation
G34,G83,0.538502398795212,activation
G35,G92,0.537479266117723,repression
G1,G16,0.536707212309948,activation
G58,G6,0.534677308381769,repression
G62,G57,0.533774395910085,repression
G10,G53,0.533684210499007,activation
G59,G14,0.533275454853522,repression
G2,G51,0.532618113562575,activation
G75,G24,0.528899528591343,repression
G98,G39,0.527714271384583,activation
G59,G87,0.52518891894201,repression
G10,G61,0.524541025824039,repression
G51,G56,0.524358268284142,activation
G12,G86,0.523007246881016,activation
G81,G60,0.522052150412587,activation
G59,G65,0.521336632843202,repression
G35,G94,0.521141780028411,activation
G85,G3,0.520745081737302,activation
G75,G100,0.517993705780105,repression
G58,G57,0.517770810490101,repression
G83,G65,0.517380188870383,repression
G98,G34,0.51635356246674,activation
G48,G45,0.516051796052892,repression
G75,G29,0.514230834233396,activation
G56,G79,0.511930665120107,activation
G10,G34,0.509696179920446,activation
G27,G6,0.509031347051773,activation
G69,G55,0.508490423148706,repression
G74,G46,0.508069400780967,activation
G51,G27,0.506817737693484,repression
G62,G58,0.504873939410465,repression
G48,G96,0.50360228374078,activation
G59,G79,0.502813468850503,repression
G85,G51,0.501980171895765,repression
G85,G55,0.500775686533093,activation
G59,G3,0.499975963922118,activation
G9,G39,0.497416901214729,activation
G18,G10,0.497376091265117,repression
G39,G31,0.496428871393762,repression
G66,G74,0.496368839966073,activation
G54,G52,0.49621889708383,repression
G48,G70,0.496118192204092,repression
G21,G68,0.493637625498534,activation
G18,G4,0.492417702858755,repression
G72,G43,0.492300269699877,activation
G12,G41,0.489224317175006,repression
G9,G51,0.487990821156172,activation
G51,G100,0.487291793082197,repression
G34,G53,0.487164493218811,repression
G69,G93,0.484988985589958,activation
G10,G14,0.48380867275039,activation
G2,G10,0.483387618287575,activation
G61,G9,0.480685032002203,repression
G1,G17,0.477791778253237,repression
G21,G50,0.477112486150157,repression
G2,G28,0.477095371818173,activation
G66,G81,0.476243199247335,repression
G25,G93,0.474504694981335,activation
G7,G100,0.473602485996872,activation
G83,G94,0.472180651530226,activation
G7,G43,0.46920714611245,repression
