SourceGENES,TargetGENES,Interaction,Edges
G53,G89,1,activation
G53,G84,0.912135637720828,activation
G44,G25,0.909633266982492,repression
G76,G60,0.747636044010372,repression
G53,G39,0.746808102492992,activation
G53,G38,0.717681843010767,activation
G10,G89,0.681471486795282,activation
G99,G29,0.662103828568449,repression
G34,G83,0.650847922141894,activation
G76,G18,0.621163556436259,repression
G55,G18,0.613972871839697,activation
G46,G37,0.610838451316205,repression
G22,G78,0.604306707855299,repression
G10,G55,0.580310127324369,activation
G93,G67,0.573405851725559,activation
G72,G80,0.563846357980457,activation
G72,G17,0.563703440617076,repression
G48,G89,0.561672175694442,activation
G99,G14,0.560622348414814,repression
G48,G23,0.559812927588837,activation
G53,G10,0.553599815551246,repression
G10,G29,0.552776578267401,activation
G53,G99,0.551657847000284,repression
G61,G29,0.544460514024494,activation
G99,G39,0.543154169841872,repression
G72,G88,0.542021512052144,repression
G62,G81,0.53918968493964,repression
G99,G84,0.538982255222996,repression
G35,G60,0.529626850998102,activation
G10,G81,0.525961238633064,activation
G88,G81,0.524477708531804,repression
G34,G51,0.523468733938466,activation
G30,G49,0.522167490524571,activation
G68,G29,0.52211330276716,activation
G48,G60,0.516029830720774,repression
G55,G51,0.514078543432681,repression
G99,G31,0.507282292995331,activation
G68,G85,0.505786929253863,activation
G48,G19,0.505762946094803,activation
G10,G39,0.50330810226307,activation
G46,G9,0.502824464432827,repression
G72,G16,0.498135169398604,activation
G15,G89,0.495846725757512,activation
G39,G42,0.4954312553511,repression
G15,G18,0.493495845533234,activation
G93,G29,0.490242701528096,repression
G76,G89,0.490190559090249,repression
G53,G74,0.488536875300947,activation
G48,G90,0.487088380509469,activation
G48,G29,0.485113667334369,repression
G30,G68,0.479715869496333,activation
G93,G63,0.479478187474725,activation
G30,G62,0.47693086316053,activation
G61,G80,0.476205733723668,activation
G13,G43,0.467404579104629,activation
G15,G6,0.464189122364192,activation
G81,G90,0.463280852744714,repression
G55,G86,0.460093461688891,repression
G22,G3,0.460071113927398,repression
G80,G84,0.455358095890912,activation
G81,G14,0.454453718904758,activation
G68,G7,0.450398752900165,activation
G51,G60,0.450258498166089,activation
G13,G60,0.449123644379266,repression
G22,G51,0.446137709614962,repression
G34,G92,0.445210934431398,repression
G12,G36,0.440779039540725,repression
G53,G50,0.439873868763067,activation
G26,G70,0.438322389088725,activation
G93,G88,0.435187183950104,repression
G26,G86,0.433008540385653,activation
G30,G12,0.429800108313311,activation
G39,G62,0.42938354195592,repression
G46,G91,0.428607511796917,repression
G55,G42,0.427330385337539,activation
G15,G60,0.424789043738309,activation
G46,G100,0.424196597203114,repression
G99,G25,0.423335436292679,activation
G15,G90,0.422549192143275,repression
G61,G89,0.422489527037158,activation
G99,G55,0.41816702962981,repression
G30,G56,0.417643063029636,activation
G43,G93,0.416436623821022,activation
G81,G73,0.416118407875413,activation
G81,G70,0.414386761806703,activation
G39,G80,0.41229021055135,repression
G48,G33,0.412114090039053,activation
G26,G90,0.411108330676633,activation
G38,G25,0.410532901657606,repression
G62,G3,0.410061461129402,repression
G12,G33,0.407271815071478,activation
G68,G12,0.404535831632207,activation
G61,G61,0.402430313907012,activation
G76,G56,0.402408836337939,activation
G39,G89,0.401755497577127,repression
G62,G98,0.401048390118395,activation
G34,G4,0.400838571225583,activation
G15,G83,0.398872325321087,repression
G78,G20,0.398371797678748,activation
G41,G31,0.393807245829207,repression
G38,G29,0.393624298817864,activation
G34,G64,0.392840352488908,repression
G55,G30,0.391942762028411,repression
G35,G79,0.391583283725721,activation
G46,G38,0.390285419434944,activation
G30,G66,0.389843500161079,activation
G46,G3,0.38969230672855,activation
G41,G7,0.389203039163236,activation
G12,G49,0.388352496809629,activation
G55,G1,0.384947441857973,activation
G53,G76,0.384651587021175,activation
G35,G48,0.384352040843912,repression
G51,G33,0.383762233762393,activation
G44,G80,0.3834077542402,repression
G35,G84,0.382906122540951,activation
